PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS
989001005710944,5/5/2017,13:00,"DME,AS,JRM",YES,RATTLE,CLOUDY,9,21.2,21.1,SIGHT,COILED,SHRUB STEPPE,UNDER SHRUB,10 MDOWNSLOPE RC,322472,5435554,RC DEN,,56.5,225,100,125,MALE,ADULT,NA,>100,>100,W,W,NO,13:15,MAY 5 2017,SAME AS CAP,0,
989001006650726,5/6/2017,12:52,DME. AS,NO,RATTLE,SUNNY CLOUDY,3,18.0,15.3,SOUND,COILED,TALUS SLOPE,UNDER GRASS,50m SE DEN 8,322966,5435222,,4,35.7,135,110,25,MALE,JUVENILE,NA,>100,>100,W,W,NO,13:11,MAY 5 2017,SAME AS CAP,0,
989001006650668,5/8/2017,17:25,"DME, AS",NO,RATTLE,CLOUDY,7,21.6,22.2,SIGHT,COILED,TALUS,UNDER ROCK OVERHANG,RC DEN,322472,5435542,RC DEN,54,44.5,159,96,63,FEMALE,JUVENILE,NON-GRAVID,>100,>100,W,W,NO,18:06,MAY 8 2017,SAME AS CAPTURE,0,
98900100650733,5/9/2017,13:32,"DME, AS",NO,RATTLE,SUNNY,4,23.3,26.5,SIGHT ,BASKING,TALUS,ON/WITHIN ROCKS,DEN 6,322933,5435288,DEN 6,63,49,180,98,82,MALE,SUB ADULT,NA,>100,>100,W,W,NO,14:27,MAY 9 2017,SAME AS CAPTURE,0,
989001006650745,5/9/2017,13:32,"DME, AS",NO,RATTLE,SUNNY,4,23.3,26.5,SIGHT,BASKING,TALUS,ON/WITHIN ROCKS,DEN 6,322933,5435288,DEN 7,63,59.3,229,98,131,MALE,ADULT,NA,>100,>100,W,W,NO,14:43,MAY 9 2017,SAME AS CAPTURE,0,
989001006112858,5/9/2017,13:32,"DME, AS",NO,RATTLE,SUNNY,4,23.3,26.5,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,43,55,225,80,145,MALE,ADULT,NA,>100,>100,W,W,NO,13:59,MAY 9 2017,SAME AS CAPTURE,0,
989001006112843,5/9/2017,13:32,"DME, AS",NO,RATTLE,SUNNY,4,23.3,26.5,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,43,43.7,140,70,70,MALE,SUB ADULT,NA,>100,>100,W,W,NO,14:11,MAY 9 2017,SAME AS CAPTURE,0,
989001006650700,5/9/2017,13:07,"DME, AS ",NO,RATTLE,SUNNY,4,24.3,29.3,SIGHT,BASKING,TALUS,ON ROCKS,20M UPSLOPE SE DEN 6,322950,5435318,,63,99,775,100,675,MALE,ADULT,NA,>100,>100,W,W,NO,16:58,MAY 9 2017,SAME AS CAPTURE,0,HAGRID!!
989001006650737,5/9/2017,14:31,"DME, AS",NO,RATTLE,SUNNY,3,23.3,29.1,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,43,57.3,184,75,109,MALE,ADULT,NA,>100,>100,W,W,NO,14:58,MAY 9 2017,SAME AS CAPTURE,0,
989001005040899,5/9/2017,14:31,"DME, AS",YES,RATTLE,SUNNY,3,24.0,29.1,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,63,53.1,193,95,98,MALE,ADULT,NA,>100,>100,W,W,NO,15:23,MAY 9 2017,SAME AS CAPTURE,0,"ABNORMAL EXTERNAL HARD TISSUE AT VENT ABOVE LEFT HEMIPENES, COULD NOT REMOVE IT, SANITIZED WITH BETADENE"
4C3B61780D,5/9/2017,17:53,"DME, AS",YES,RATTLE,CLOUDY,7,23.7,23.7,SIGHT,MOVING,GOLF COURSE,UNDER SHRUB,EAST OF HOLE 2,322552,5434839,-,51,62.7,355,110,245,MALE,ADULT,NA,>100,>100,W,W,NO,18:01,MAY 9 2017,SAME AS CAPTURE,0,
989001005040870,5/10/2017,13:22,"DME, AS",YES,GOPHER,SUNNY,3,UNKNOWN,UNKNOWN,SIGHT,BASKING,UNKNOWN,ON THE GROUND,"CULUTRAL CENTER, NEAR THE FENCE",322158,5434890,-,63,82.35,253,97,156,FEMALE,ADULT,NON-GRAVID,0-25,0-25,-,-,NO,13:30,MAY 10 2017,SAME AS CAPTURE,0,JOHN FOUND IT AT THE CENTER 
989001006112829,5/20/2017,13:47,"DME, AS",NO,RATTLE,SUNNY CLOUDY,4,21.8,22.6,SOUND,MOVING,OPEN FOREST,UNDER PLANTS,GULLY TO DEN 6 ,322837,5435112,-,3,47.5,162,101,61,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,W,W,NO,13:59,MAY 20 2017,SAME AS CAPTURE,0,
989001006650727,5/22/2017,11:55,"DME, AS",NO,RACER,SUNNY,1,28.0,28.5,SIGHT,HIDING,GRASSLAND,ALONG FRNCE UNDER WOODEN PLANK,HIGH DESERT 10 M EAST OF CAMPGROUND,321544,5435026,-,4,49.5,151,110,41,MALE,SUB-ADULT,NA,>100,>100,W,W,NO,12:05,MAY 22 2017,SAME AS CAPTURE ,0,
989001006650696,5/22/2017,12:19,"DME, AS",NO,RACER,SUNNY,1,31.2,29.6,SIGHT,MOVING,GRASSLAND,ALONG FRNCE UNDER WOODEN PLANK,HIGH DESERT >100 M NORTH OF CAMPGROUND OFFICE,321580,5434828,-,77,54.7,139,75,64,MALE,ADULT,NA,>100,>100,S,S,NO,12:26,MAY 22 2017,SAME AS CAPTURE,0,
989001006112886,5/22/2017,12:34,"DME, AS",NO,RACER,SUNNY,1,32.1,29.2,SIGHT,MOVING,GRASSLAND,ALONG FENCE,HIGH DESERT,321624,5434775,-,4,65.8,196,110,86,FEMALE,ADULT,NON-GRAVID,>100,>100,W,W,NO,12:44,MAY 22 2017,SAME AS CAPTURE,0,HAS SEVERAL SCARS ON THE BODY NEAR VENT
989001006650698,5/18/2017,12:32,"DME, VEL",NO,RACER,SUNNY CLOUDY,6,24.0,26,SIGHT,MOVING,SHRUB STEPPE,WITHIN GRASS,>100 EAST CHIEF'S LOOKOUT,322464,5435319,-,62,58.1,140,87,53,MALE,SUB-ADULT,NA,>100,>100,W,W,NO,13:37,MAY 18 2017,SAME AS CAPTURE,0,BIG GROWTH BELOW VENT RIGHT SIDE
989001006112806,5/22/2017,11:04,"DME, AS", NO ,RATTLE,SUNNY ,1,30.5,29.3,SIGHT,MOVING,GRASSLAND,ALONG FENCE 20 M EAST OF CAMPGROUND,FENCE AT HIGH DESERT,321444,5435238,-,4,48.3,177,110,67,MALE,SUB-ADULT,NA,>100,>100,S,E,NO,11:10,MAY 22 2017,SAME AS CAPTURE ,0,
989001006112820,5/22/2017,11:25,"DME, AS",NO,GOPHER,SUNNY,1,29.1,32.3,SIGHT,HIDING,GRASSLAND,UNDER WOODEN PLANK NEAR THE FENCE,HIGH DESERT HALF WAY THROUGH DESERT,321500,5435139,-,61,81.3,246,77,169,FEMALE,ADULT,NON-GRAVID,>100,>100,S,S,NO,11:39,MAY 22 2017,SAME AS CAPTURE,0,
989001006112892,5/22/2017,11:35,"DME, AS ",NO,RACER,SUNNY,1,29.0,37.6,SIGHT,HIDING,GRASSLAND,UNDER WOODEN PLANK NEAR THE FENCE,"HALF WAY THROUGH CAMPGROUND, HIGH DESERT",321500,5435139,-,4,54.1,174,110,64,MALE,ADULT,NA,>100,>100,S,S,NO,11:48,MAY 22 2017,SAME AS CAPTURE,0,
4C3D3E5B17,5/23/2017,11:45,"DME, AS",YES,RATTLE,SUNNY,1,28.1,27.2,SIGHT,MOVING,OPEN FOREST,NEAR THE SHRUB,BELOW NORTH SIDE OF THE 1ST BRIDGE,322141,5435027,-,2,64,261,65,196,MALE,ADULT,NA,25-50,25-50,W,W,NO,11:52,MAY 23 2017,SAME AS CAPTURE,0,
989001005710899,5/24/2017,9:35,"DME, AS",YES,RATTLE,CLOUDY,7,18.0,18,SIGHT,MOVING,SHRUB STEPPE,WITHIN GRASS,30M NE HOLE 6,322608,5435145,,61,48.7,153,75,78,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,SW,SW,NO,9:41,MAY 24 2017,SAME AS CAPTURE,0,
4C3C072C42,5/24/2017,10:19,"DME, AS",YES,RATTLE,CLOUDY,7,19.6,26.8,SIGHT,BASKING,SHRUB STEPPE,WITHIN ROCKS,25-50M NE OF HOLE 6,322728,5435185,-,61,60.7,320,75,245,FEMALE,ADULT,GRAVID,>100,50-100,SW,SW,NO,9:09,MAY 31 2017,SAME AS CAPTURE,7,KEPT FOR TRANSMITTER: LILY
989001006650732,5/24/2017,14:45,"DME, AS",NO,GOPHER,CLOUDY,9,17.7,19.5,SIGHT,MOVING,SHRUB STEPPE,ON THE GROUND,>100 WEST OF DEN 6,322774,5435217,-,61,84.6,333,75,258,MALE,ADULT,NA,>100,>100,SW,SW,NO,14:55,MAY 24 2017,SAME AS CAPTURE,0,BUMP IN BELLY
989001006650667,5/28/2017,10:35,"DME, HB",NO,GOPHER,SUNNY,0,30.0,25.3,SIGHT,MOVING ,SHRUB STEPPE,UNDER SAGEBRUSH,>100M NE 1ST DEN 6 GULLY,322719,5435203,-,68,89.3,420,136,284,MALE,ADULT,NA,>100,>100,SW,SW,NO,10:51,MAY 28 2017,SAME AS CAPTURE,0,
989001006650715,5/30/2017,12:17,"DME, AS, RPR",NO,RACER,SUNNY,4,33.1,37.2,SIGHT,MOVING,SHRUB STEPPE,NEAR SAGEBRUSH,AT DEN 6 ROOKERY SITE,322719,5435152,-,2,48.5,175,65,110,MALE,SUB-ADULT,NA,>100,>100,W,W,NO,12:24,MAY 30 2017,SAME AS CAPTURE,0,
989001006650752,5/30/2017,12:40,"DME, AS, RPR",NO,RACER,SUNNY,5,35.0,39.3,SIGHT,MOVING,GOLF COURSE,NEAR SAGEBRUSH,HOLE 2,322211,5434951,-,2,50.7,125,65,60,FEMALE,ADULT,NON-GRAVID,50,>100,NW,NW,NO,12:45,MAY 30 2017,SAME AS CAPTURE,0,
989001006650679,5/30/2017,19:01,"DME, RPR",NO,GOPHER,-,-,-,-,-,-,CAMPGROUND,WITHIN ROCKS,ROCKS BY CAMPGROUND STORE,321500,5434733,-,68,98.1,535,140,395,MALE,ADULT,NA,-,-,-,-,YES,11:19,MAY 31 2017,HIGH DESERT,1,IN SNAKE BOX BY MAINTAINANCE
989001006650757,5/30/2017,5:35,"DME, RPR",NO,GOPHER,-,-,-,-,-,-,CAMPGROUND,-,SITE 22,321518,5434670,-,54,81.3,300,100,200,FEMALE,ADULT,GRAVID,-,-,-,-,YES,11:19,MAY 31 2017,HIGH DESERT,1,ONE OVA DETECTED
989001006112812,6/1/2017,9:38,"AS, VL",NO,RATTLE,CLOUDY,9,19.3,20.5,SOUND,HIDING,SHRUB STEPPE,UNDER ROCKS,100M BELOW RC DEN (NORTHWEST),322378,5435517,-,PS I LOVE YOU,54.1,273,103,170,FEMALE,ADULT,GRAVID,>100,>100,W,W,NO,9:39,JUNE 1 2017,SAME AS CAPTURE,0,"ATTEMPTED TO BITE WITHIN THE TUBE MULTIPLE TIMES, KEPT MOUTH OPEN, VENOM SEEN"
989001006112842,6/1/2017,11:22,"AS, VL",NO,RATTLE,CLOUDY,9,20.5,22.8,SIGHT,MOVING,SHRUB STEPPE,TALL GRASS,20M ABOVE RANCHER CREEK,322293,5435492,-,4,53.6,230,113,117,FEMALE,ADULT,GRAVID,>100,>100,W,W,NO,11:39,JUNE 1 2017,SAME AS CAPTURE,0,
989001006650751,6/1/2017,-,"AS, VL",NO,RATTLE,CLOUDY,9,28.3,29.9,SIGHT,MOVING,SHRUB STEPPE,MOVING THROUGH GRASS,NORTH AND 50M ABOVE GULLY NEAR CENTER,321810,5435060,-,4,58.2,255,110,145,MALE,ADULT,NA,>100,>100,S,S,NO,-,JUNE 1 2017,SAME AS CAPTURE,0,
4C133D547D,6/1/2017,12:30,"AS, VL",YES,RATTLE,SLIGHT RAIN,9,22.6,25.1,SIGHT,MOVING,GRASSLAND,NEAR THE SHRUB,NORTH AND 50M ABOVE GULLY NEAR CENTER,321908,5435083,-,3,61.8,295,100,195,FEMALE,ADULT,GRAVID,>100,>100,S,S,NO,8:31,JUNE 8 2017,SAME AS CAPTURE,7,"TRANSMITTER SNAKE, AURORA"
989001005710879,5/30/2017,9:15,"AS, RPR",YES,RATTLE,SUNNY,1,25.2,25.2,SIGHT,MOVING,SHRUB STEPPE,NEAR THE ROCKS,AT FENCE EAST OF CAMPGROUND,321598,5434733,,67,50,160,92,128,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,SW,SW,NO,9:22,MAY 30 2017,SAME AS CAPTURE,0,
0A180D5F6E,5/30/2017,10:26,"DME, AS, RPR",YES,RATTLE,SUNNY,0,28.5,28,SIGHT,MOVING,GOLF COURSE,ON THE ROAD NEAR HOLE 6,ON THE ROAD,322689,5435091,,67,61.2,325,83,242,MALE,ADULT,NA ,>100,>100,W,W,NO ,10:30,MAY 30 2017,SAME AS CAPTURE ,0,BROKEN RATTLE 
989001006650746,6/6/2017,9:35,"DME, AS, SR",NO,RATTLE,SUNNY,2,22.3,23,SIGHT,MOVING,SHRUB STEPPE,NEAR FENCE,"AT THE GATE, NEAR FENCE, CLOSER TO DEVELOPMENT SITE",321819,5434742,-,PS I LOVE YOU,61.5,310,105,205,MALE,ADULT,NA,>100,>100,SE,SE,NO,9:41,JUNE 6 2017,SAME AS CAPTURE,0,
0A180D600D,6/6/2017,8:57,"DME, AS, SR",YES,RATTLE,SUNNY,4,19.6,19.8,SIGHT,MOVING,SHRUB STEPPE,UNDER FENCE,HIGH DESERT >100M EAST OF FENCE,321597,5435054,-,67,56,185,85,100,FEMALE,ADULT,NON-GRAVID,>100,>100,W,W,NO,9:03,JUNE 6 2017,SAME AS CAPTURE,0,
46566C1407,6/6/2017,10:43,"DME, AS, SR",YES,RATTLE,SUNNY,0,24.1,25.5,SIGHT,BASKING,SHRUB STEPPE,WITHIN ROCKS,100M N HOLE 6 DOWNSLOPE OF ROOKERIE SITE,322566,5435173,-,61,71.1,340,75,265,MALE,ADULT,NA,>100,>100,SW,SW,NO,10:47,JUNE 6 2017,SAME AS CAPTURE,0,"FELT FOOD ITEM IN STOMACH, COILED BESIDE GINNY"
989001006650749,6/8/2017,10:33,"AS, RPR",NO,RATTLE,CLOUDY,9,25.5,26.9,SOUND,MOVING,SHRUB STEPPE,UNDER ROCK,50M N OF 2ND DEN 6 GULLY,322786,5435314,-,4,53.8,285,105,180,FEMALE,SUB ADULT,GRAVID,>100,>100,W,W,NO ,10:50,JUNE 8 2017,SAME AS CAPTURE,0,3 OVA
989001006112847,6/9/2017,17:32,"DME, AS, RPR",NO,GOPHER,CLOUDY,8,13.5,16,SIGHT,MOVING,OPEN FOREST,WITHIN GRASS,>100M FROM GRID 1( SMALL MAMMAL TRAPPING) MOUNTAIN SITE,324576,5435235,-,60,85,280,110,170,MALE,ADULT,NA,>100,>100,SW,SW,NO,17:43,JUNE 9 2017,SAME AS CAPTURE,0,
456A3A6A67,6/9/2017,18:45,"DME, AS",YES,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,ROCKS ACROSS FROM CAMPGROUND STORE(SHEDDING SITE),WITHIN ROCKS,UNKNOWN,321500,5434733,-,54,62.1,410,96,314,MALE,ADULT,NA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,16:46,JUNE 12 2017,HIGH DESERT,3,"IN SNAKE BOX BY MAINTAINANCE FOR 3 DAYS, TOOK FECAL SAMPLE"
989001006650687,6/12/2017,18:58,"HENRY, AS",NO,RATTLE,SUNNY,1,25.5,25.6,SOUND,MOVING,GRASSLAND,IN SHRUBS,HIGH DESERT,321872,5435105,-,53,52.3,230,110,120,MALE,SUB ADULT,NA,>100,>100,S,S,NO ,19:18,JUNE 12 2017,SAME AS CAPTURE,0,
989001006112819,6/15/2017,8:37,"DME, AS, RPR",NO,RATTLE,CLOUDY,9,16.3,17.9,SIGHT,MOVING,OPEN FOREST,UNDER ANTELOPE BRUSH,10M S OF PICTOGRAPHS ON TRAIL,322247,5435305,-,1,42.7,181,130,51,MALE,JUVENILE,NA,>100,>100,SW,SW,NO,8:47,JUNE 15 2017,SAME AS CAPTURE,0,
989001006650725,6/15/2017,9:39,"DME, AS, RPR",NO,RATTLE,CLOUDY,9,16.5,20.3,SIGHT,COILED,TALUS,WITHIN ROCKS,20M DOWNSLOPE RC DEN,322469,5435535,RC DEN,77,51.5,185,80,105,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,W,W,NO,9:48,JUNE 15 2017,SAME AS CAPTURE,0,
989001006650679,6/17/2017,15:20,"DME, MAY, TBG",YES,GOPHER,CLOUDY,9,28.0,30.1,SIGHT,MOVING,SHRUB STEPPE,ALONG FENCE,EXCLUSION FENCE NEAR CG OFFICE,321623,5434776,-,60,97.7,469,109,360,MALE,ADULT,NA,>100,>100,S,S,NO, 15:40,JUNE 17 2017,SAME AS CAPTURE,0,
NONE GIVEN,6/17/2017,16:00,"DME, MAY, TBG",NO,RATTLE,CLOUDY,9,25.0,26.6,SIGHT,MOVING,SHRUB STEPPE,WITHIN GRASS,ALONG FENCE,321456,5435232,-,60,58.8,248,110,148,FEMALE,ADULT,NON-GRAVID,>100,>100,S,S,YES,14:20,JUNE 17 2017,SAME AS CAPTURE,0,"LOST GUN NEEDLE, NO PTT"
4A4E270A51,6/17/2017,17:10,"DME, MAY, TBG",YES,RATTLE,CLOUDY,9,24.5,24.9,SIGHT,MOVING ,OPEN FOREST,WITHIN GRASS,10M NW RANCHER CREEK (HIGH DESERT),322012,5435046,-,60,57.7,255,109,146,FEMALE,ADULT,NON-GRAVID,>100,>100,S,S,NO ,15:19,JUNE 17 2017,SAME AS CAPTURE,0,
NONE GIVEN,6/17/2017,17:15,"DME, VR",NO ,GOPHER,CLOUDY,9,26.0,26,SIGHT,MOVING,SHRUB STEPPE,WITHIN SHRUBS,ROOKERY BELOW DEN 6 ,322717,5435199,-,67,78.0,315,85,230,FEMALE,ADULT,NON-GRAVID,>100,>100,W,W,NO ,17:31,JUNE 17 2017,SAME AS CAPTURE,0,"COULD NOT TAG IT, NO PIT TAG SCANNER"
L5,6/17/2017,20:20,"DME, MAY",NO,NIGHT SNAKE,"DUSK, CLOUDY",9,UNKNOWN,UNKNOWN,SIGHT,MOVING,SHRUB STEPPE,ON GROUND IN FRONT OF SAGEBRUSH,DEVELOPMENT SITE BETWEEN C AND D SMALL MAMMAL GRIDS,322768,5434944,-,54,40.4,126,97,29,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,NO,21:57,JUNE 17 2017,SAME AS CAPTURE,0,
989001006650669,6/18/2017,11:35,"DME, AS ",NO,GOPHER,CLOUDY,9,20.1,21.9,SIGHT,MOVING,SHRUB STEPPE,NEAR A ROCK,SW OF DEN 8 >100 DOWNSLOPE,322021,5435697,-,63,88.7,377,100,277,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,NO,11:53,JUNE 18 2017,SAME AS CAPTURE,0,
47241F4C34,6/18/2017,12:14,"DME, AS, SAW, MAY",YES,RATTLE,CLOUDY,9,20.6,22.1,SIGHT,COILED/BASKING,SHRUB STEPPE,WITHIN GRASS,>100M SW DEN 8,322133,5435632,-,1,63.5,377,130,247,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,12:22,JUNE 18 2017,SAME AS CAPTURE,0,
989001006112855,6/19/2017,15:00,ASHLEY & KELAYA,NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GRASSLAND,ON GROUND ,STAFF HOUSE GATE,322198,5434457,-,53,62.7,400,124,276,FEMALE,ADULT,GRAVID,50,0-25,UNKNOWN,UNKNOWN,YES,9:12,JUNE 21 2017,"DESERT BETWEEN GOLF COURSE AND VINEYARD, BELOW DEVLOPMENT SITE",2,
4C3D426D05,6/21/2017,11:10,"DME, AS",YES,RATTLE,SUNNY,1,25.3,27,SIGHT,BASKING,TALUS,WITHIN GRASS,ROCK CLIFF UPSLOPE DEN 6,322940,5435309,-,43,62.9,316,79,237,FEMALE,ADULT,GRAVID,>100,>100,S,S,NO,11:39,JUNE 21 2017,SAME AS CAPTURE,0,"5 OVA, BLUE EYE- WILL BE SHEDDING SOON"
989001006650675,6/22/2017,10:38,"DME, AS ",NO,RATTLE,SUNNY,1,21.9,23.3,SOUND,MOVING,OPEN FOREST,ON THE GROUND,20M SE OF CHOPPED TREES IN RC,322426,5435455,-,4,42.3,156,110,46,FEMALE,JUVENILE,NON-GRAVID,>100,>100,SW,SW,NO,10:49,JUNE 22 2017,SAME AS CAPTURE,0,NEEDS TO EAT/DRINK
989001006650713,6/22/2017,13:35,"DME, AS ",NO ,RATTLE,SUNNY,1,35.9,35.3,SIGHT,BASKING,SHRUB STEPPE,ON ROCKS,75M NE DEN 8 (DESERT),321933,5435748,-,4,59.7,270,105,165,MALE,ADULT,NA,>100,>100,S,S,NO,13:44,JUNE 22 2017,SAME AS CAPTURE,0,FOOD IN STOMACH
989001005040842,6/22/2017,14:02,"DME, AS",YES,GOPHER,SUNNY,0,29.5,33.2,SIGHT,MOVING,SHRUB STEPPE,WITHIN SAGEBRUSH,50M NE DEN 8,321935,5435749,-,61,108.0,430,74,356,MALE,ADULT,NA,>100,>100,SE,SE,NO,14:06,JUNE 22 2017,SAME AS CAPTURE,0,
989001006112860,6/23/2017,15:45,"DME, AS, MAY",NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,UNKNOWN,CAMPGROUND SITE 43,321466,5434634,-,67,80.5,280,82,198,MALE,ADULT,NA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,14:41,JUNE 27 2017,HIGH DESERT,4,IN CAMPGROUND BOX FOR 4 DAYS
989001006650712,6/27/2017,12:16,"DME, AS, MAY, RPR",NO,RACER,SUNNY,2,27.2,27.1,SIGHT,MOVING,HIGH DESERT,ALONG FENCE,FENCE NORTH OF CG OFFICE,321587,5434803,-,68,42.7,168,135,33,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,S,S,NO,12:39,JUNE 27 2017,SAME AS CAPTURE,0,BLED A LOT 
NA,6/27/2017,9:38,"DME, AS",NA,NIGHT SNAKE SHED,NA,NA,NA,NA,NA,NA,TALUS,WITHIN ROCKS,25 M UPSLOPE DEN 6,322940,5435295,-,-,41.7,-,-,-,-,-,-,>100,>100,S,S,-,-,-,-,-,"NEAR DELPHINI AND OTHER GRAVID FEMALE, COULD BE A ROOKERY SITE"
NONE GIVEN,6/28/2017,11:30,"DME, AS, RPR",NO,RATTLE,SUNNY,4,31.5,32.7,SIGHT,COILED ,SHRUB STEPPE,WITHIN ROCKS,5M N FENCE IN DESERT,322104,5435614,-,23,34.6,120,80,40,FEMALE,JUVENILE,NON-GRAVID,>100,>100,SW,SW,NO,11:36,JUNE 28 2017,SAME AS CAPTURE,0,"ONLY HAD A BUTTON, DID NOT TAG TOO SMALL"
989001006650694,6/30/2017,10:50,"DME, AS, MAY",NO,RATTLE,SUNNY,1,37.5,32.2,SIGHT,MOVING,TALUS,WITHIN ROCKS,75M NE DEN 8 ,322061,5435714,-,3,55.4,210,97,113,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,SW,SW,NO,11:05,JUNE 30 2017,SAME AS CAPTURE,0,
989001006650730,7/3/2017,16:00,CASEY,NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,NEAR BATHROOM,NEAR YELLOW GATE AT BATHROOM 2 ,321475,5434668,-,61,77.6,196,75,121,FEMALE,SUB ADULT,NON-GRAVID,<5,<5,UNKNOWN,UNKNOWN,YES,18:07,JULY 5 2017,HIGH DESERT NEAR CENTRE,2,"SKINNY, MUSKED WHILE HELD"
989001005710860,7/5/2017,20:43,"DME, AS",YES,RATTLE,DUSK,0,25.6,26.3,SIGHT ,HIDING,SHRUB STEPPE,ALONG FENCE,FENCE NEAR VINEYARD >100M NE OF NKMIP CELLERS,322318,5434586,-,53,56.7,256,124,132,MALE,ADULT,NA,>100,75-100,W,W,YES,20:50,JULY 5 2017,>100M E OF FENCE,0,
0A180D6000,7/7/2017,12:00,INTERPRETERS,YES,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,KELENER PROPERTY SOUTH OF STAFFHOUSE,322198,5434457,-,61,62.5,248,75,173,FEMALE,ADULT,GRAVID,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES ,19:16,JULY 7 2017,HIGH DESERT ,0,
4A1D697B47,7/8/2017,19:48,"AS, DME, VL",YES,RATTLE,SUNNY,0,28.6,27.4,SIGHT,MOVING,OPEN FOREST,UNDER SHRUBS,GULLY AFTER VILLAGE,321957,5435499,-,51,81.9,485,110,375,MALE ,ADULT,NA,>100,>100,S,S,NO,9:54,JULY 8 2017,SAME AS CAP,0,"NEW RATTLE SINCE LAST CAPTURE, CAPTURED IN APRIL THIS YEAR AT RC DEN"
989001006650738,7/8/2017,20:16,"DME, AS, VL",NO,RATTLE,DUSK,0,31.2,30.1,SOUND,MOVING ,SHRUB STEPPE,UNDER SAGEBRUSH,50-100M SOUTH OF DEN 8,322050,5435695,-,51,52.5,215,110,105,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,SE,SE,NO,20:26,JULY 8 2017,SAME AS CAPTURE,0,
989001006650701,7/8/2017,21:33,"DME, AS, VL",NO,RATTLE,DUSK,0,24.6,26.1,SIGHT,MOVING,OPEN FOREST ,WITHIN GRASS ALONG TRAIL,15M N RC AND 20M NE VILLAGE,321993,5435412,-,4,53.3,235,110,125,FEMALE,ADULT,NON-GRAVID,>100,>100,S,S,NO,21:39,JULY 8 2017,SAME AS CAPTURE,0,
NONE GIVEN,7/10/2017,8:23,"DME, AS",NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,AT CAMPSITE,SITE 233,321257,5435397,-,63,26.9,124,98,26,FEMALE,NEONATE,NON-GRAVID,>100,10,S,E,YES,13:00,JULY 10 2017,HIGH DESERT,0,"BUTTON ONLY, TOO SMALL TO PITT TAG"
98900100665061,7/10/2017,9:18,"DME, AS",NO,GOPHER,SUNNY/CLOUDY,6,24.4,24.1,SIGHT,HIDING,GRASSLAND,ALONG THE FENCE,50-100M E OF CAMPGROUND,321487,5435185,-,67,91.5,355,85,270,MALE,ADULT,NA,50-100,50-100,W,W,YES,9:26,JULY 10 2017,HIGH DESERT UNDER SHRUB AWAY FROM FENCE,0,
45527D0A5C,7/10/2017,9:46,"DME, AS",YES,RATTLE,SUNNY CLOUDY,3,26.5,27.4,SOUND ,MOVING,GRASSLAND,ALONG THE FENCE,FENCE IN HIGH DESERT LEFT OF GULLY AT END OF FENCE,321160,5435608,-,77,75.0,337,80,270,MALE,ADULT,NA,>100,50-75,W,W,YES,9:53,JULY 10 2017,AWAY FROM FENCE,0,"POSTURED WHEN DETECTED US, VERY AGGRESSIVE"
