PIT Tag #,Date,Time,Researcher,Species,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Recapture Information,Hibernation Site
Co05200605,20/06/2005,7:00,Coyote,Rattlesnake,Capt,Sight,No,Rd between centre and condos,3D diff,50,4.1,330,322068,5434801,,Road,Warm,0,,,unmarded juvenile found dead on road,,,,,,,,,,,,,,,,,DOR,,2005-133,Switch,
4544416d06,21/06/2005,10:00,Lindsay,Rattlesnake,Capt,Sight,No,Lone pine bridge,3D diff,50,2.5,329,322142,5435058,,Shrub-steppe,"Hot, Sunny",25,,,,Green,53.6,4.3,210,81,129,Male,Sub Adult,NA,"Fiesta yellow, Royal blue, Citrus green",Yes,,21/06/2005,17:36,JRB,,At capture location,Coiled,2005-134,,
43027b2e03,21/06/2005,17:02,CG staff,Rattlesnake,Capt,Sight,Yes,Cg road exact loc unknown,,,,, , ,,Road,Warm,25,,,,,,,,,,Female,Adult,No,"Red, Yellow, White",,Dead on road,,,,,DOR,On the move,2005-135,,
452f7d6b3b,21/06/2005,18:00,JRB,Rattlesnake,Capt,Sound,Yes,"Cg rock pile, 5m N",3D diff,10,5.1,300,321575,5434842,,Shrub-steppe,"Warm, Thundering",100,29.9,30,,Green,68.7,5.4,311,83,228,Male,Adult,NA,"Fuchsia, Blue bell, Citrus green",Yes,,22/06/2005,17:07,JRB,1,At capture location,On the move,2005-136,,
43103f5053,21/06/2005,18:00,JRB,Rattlesnake,Capt,Sight,Yes,"Cg rock pile, 5m E",3D diff,10,5.1,300,321575,5434842,,Shrub-steppe,"Warm, Thundering",100,29.9,30,,Kids,68.8,5.4,326,90,236,Male,Adult,NA,"Blue, Yellow, Red",Yes,,22/06/2005,17:07,JRB,1,At capture location,On the move,2005-137,,
45594f0b7a,22/06/2005,17:48,JRB,Rattlesnake,Capt,Sight,No,N desert N end,3D diff,25,5,328,320399,5436622,Co01220605,"Shrub-steppe, Antelope brush","Warm, Overcast",75,,,,Nintendo,70.6,5.8,343,93,250,Male,Adult,NA,"Fiesta yellow, Royal blue, Lt blue",Yes,,23/06/2005,15:49,RH,1,At capture location,Stretched out,2005-138,,
457a32355a,23/06/2005,15:34,JRB,Rattlesnake,Capt,Sight,No,W tip of RS Pt,3D diff,25,3.3,278,319819,5436444,Co01230605,Shrub-steppe,"Warm, Windy",25,35.3,30.9,,,71.2,5.3,380,108,272,Male,Adult,NA,"Fiesta yellow, Daisy cream, Red",Yes,,24/06/2005,14:30,RH,1,At capture location,Coiled under log,2005-139,,
Co02300505,25/06/2005,11:35,CG staff,Rattlesnake,05recap,Sight,Yes,Campground,,,,, , ,,Road,"Overcast, Cool",75,,,,,,,,,,,Neonate,,Fiesta yellow,,Found dead at campground,,,DOR,,DOR,,2005-104a,,
45433f2473,24/06/2005,15:30,Lindsay,Rattlesnake,Capt,Sight,No,Tamarack rd at cherry u pick,3D gps,130,5.3,297,321576,5434007,Co01250605,Garden,"Overcast, Cool",75,,,,Pink/blue flowers,68.5,3.9,290,65,225,Female,Adult,No,"Fiesta yellow, Daisy cream, Deep aqua",Yes,,26/06/2005,12:57,JRB,2,"973m N at 321948, 5434903, 4.2",,2005-140,,
45773b206c,25/06/2005,9:30,Lindsay,Rattlesnake,Capt,Sight,No,NE of village,,50,4.2,335,322106,5435310,Co02250605,Shrub-steppe,"Warm, Sunny",50,,,,Coloured pattern,44.9,3.1,201,105,96,Female,Sub Adult,NA,"Fiesta yellow, Daisy cream, Car pink",Yes,Pit number in photo is the same as 139 but this snakevis much smaller,25/06/2005,14:47,JRB,,At capture location,,2005-141,,
452f654a20,25/06/2005,15:04,"JRB, TD",Rattlesnake,Capt,Sight,Yes,High desert below den 05,3D diff,50,2.6,352,321774,5435876,Co03250605,"Shrub-steppe, Rock pile","Warm, Sunny",25,31.8,31.6,,Green,57.7,5,275,109,166,Male,Adult,NA,"Fuchsia, Royal blue, Blue bell",Yes,Eyes cloudy about to shed,28/06/2005,12:00,JRB,3,At capture location,"Coiled, Under rock",2005-142,,
456d06753d,26/06/2005,15:03,JRB,Rattlesnake,Capt,Sight,No,Below den 22 at shed refuge,3D diff,100,2.8,348,321101,5436235,Co01260605,Shrub-steppe,"Warm, Overcast",75,32.9,30.7,"With 3 other snakes.  1 zaphod, 1 missed ",Brown/yellow,58.5,3.3,313,126,187,Female,Adult,Yes,"Fiesta yellow, Daisy cream, Citrus green",Yes,"B + 10 rattle fully intact 
may be gravid, I am not sure looks skinny for gravid but feels like she may have a few young in her",28/06/2005,13:16,JRB,2,At capture location,"Coiled, Under rock",2005-143,,
457b144839,26/06/2005,15:03,JRB,Rattlesnake,Capt,Sight,No,Below den 22 at shed refuge,3D diff,100,2.8,348,321101,5436235,Co01260605,Shrub-steppe,"Warm, Overcast",75,32.9,30.7,"With 3 other snakes.  1 zaphod, 1 missed ",Green,65,5.9,332,81,251,Male,Adult,NA,"Fiesta yellow, Daisy cream, Pt purple",Yes,"About to shed.  tail looks swollen, its very thick and the snake is rather agitated with non stop rattling",28/06/2005,13:17,JRB,2,At capture location,"Coiled, Under rock",2005-144,,
45511f294a,26/06/2005,16:06,JRB,Rattlesnake,Capt,Sight,No,W tipof RS Pt,3D diff,80,3.7,280,319818,5436444,Co03260605,Shrub-steppe,"Warm, Overcast",100,34.7,34.4,,Pink/blue,54.5,5,267,79,188,Male,Adult,NA,"Fiesta yellow, Daisy cream, Deep aqua",Yes,About to shed,28/06/2005,14:15,JRB,2,At capture location,Under log,2005-145,,
4604705c07,26/06/2005,16:44,JRB,Rattlesnake,Capt,Sight,No,E of RS Pt at rd,3D gps,50,5.6,282,320234,5436357,Co04260605,Shrub-steppe,"Hot, Overcast",75,35.8,35,With zissou,White w purple,62.2,5.3,309,115,194,Male,Adult,NA,"Fiesta yellow, Daisy cream, Pt purple",Yes,About to shed,28/06/2005,14:05,JRB,2,At capture location,Coiled under sage,2005-146,,
430b187962,28/06/2005,12:21,JRB,Rattlesnake,Capt,Sight,Yes,Base of mtn below den 05,3D diff,50,3.8,351,321738,5435902,Co01280605,Rock outcrop,"Warm, Overcast",75,23.5,28.6,3 other snakes at this rock all caught,Striped,62.8,4.1,372,99,273,Female,Adult,Yes,"Red, White, White",Yes,Not gravid in past 2 summers,29/06/2005,15:26,JRB,1,At capture location,Coiled beside rocks,2005-147,,
45787d117d,28/06/2005,12:21,JRB,Rattlesnake,Capt,Sight,No,Base of mtn below den 05,3D diff,50,3.8,351,321738,5435902,Co02280605,Rock outcrop,"Warm, Overcast",75,23.5,28.6,3 other snakes at this rock all caught,White plad,58.8,3.6,283,82,201,Female,Adult,Yes,"Fiesta yellow, Daisy cream, Lt blue",Yes,,29/06/2005,15:25,JRB,1,At capture location,Coiled beside rocks,2005-148,,
4575651e3f,28/06/2005,12:21,JRB,Rattlesnake,Capt,Sight,No,Base of mtn below den 05,3D diff,50,3.8,351,321738,5435902,Co03280605,Rock outcrop,"Warm, Overcast",75,23.5,28.6,3 other snakes at this rock all caught,White flowers,54.8,3.5,281,95,186,Female,Adult,Yes,"Fiesta yellow, Daisy cream, Royal blue",Yes,"B+8 intact, but very small to be gravid?",29/06/2005,15:25,JRB,1,At capture location,Coiled beside rocks,2005-149,,
4566575962,28/06/2005,12:21,JRB,Rattlesnake,Capt,Sight,No,Base of mtn below den 05,3D diff,50,3.8,351,321738,5435902,Co04280605,Rock outcrop,"Warm, Overcast",75,23.5,28.6,3 other snakes at this rock all caught,GYR stripe,59.1,3.7,319,85,234,Female,Adult,Yes,"Fiesta yellow, Daisy cream, Blue bell",Yes,"Very small to be gravid, b+6 no way she is 7 years old",29/06/2005,15:25,JRB,1,At capture location,Coiled beside rocks,2005-150,,
430f4a761f,28/06/2005,12:24,JRB,Rattlesnake,Capt,Sight,Yes,Base of mtn below den 05,3D diff,50,3.1,353,321740,5435906,Co05280605,Rock outcrop,"Warm, Overcast",75,23.5,28.6,1 other snake hee caught,Green,59.9,3.6,360,108,252,Female,Adult,Yes,"White, Green, Red",Yes,,29/06/2005,15:26,JRB,1,At capture location,Coiled beside rocks,2005-151,,
456d2b0755,28/06/2005,12:24,JRB,Rattlesnake,Capt,Sight,No,Base of mtn below den 05,3D diff,50,3.1,353,321740,5435906,Co06280605,Rock outcrop,"Warm, Overcast",75,23.5,28.6,1 other snake hee caught,Blue stripe,60.3,3.5,316,101,215,Female,Adult,Yes,"Fiesta yellow, Red, Daisy cream",Yes,,29/06/2005,15:26,JRB,1,At capture location,Coiled beside rocks,2005-152,,
445d68524c,28/06/2005,13:17,JRB,Rattlesnake,Capt,Sight,No,Below den 22,3D diff,100,2.8,348,321101,5436235,Co07280609,Rock outcrop,"Hot, Sunny",50,25.2,29.2,4th snake caught here all sightings are capturedcat this loc,Yellow/brown,74.4,6.2,458,126,332,Male,Adult,NA,"Fiesta yellow, Red, Car pink",Yes,,30/06/2005,8:42,RH,2,At capture location,Coiled in open,2005-153,,
456925220f,28/06/2005,14:54,RH,Rattlesnake,Capt,Sight,No,WS beach,3D diff,50,4.9,297,320409,5436118,Co08280605,Shrub-steppe,"Warm, Windy",75,22,26.7,Large group of people around snake bothering it.  Roger informed them of legal protection and trespassing.  They left,Crazy pnk/blue patterns,53.4,3,259,106,153,Female,Sub Adult,No,"Fiesta yellow, Red, Fuchsia",Yes,,30/06/2005,9:14,RH,2,At capture location,Defensive,2005-154,,
Co01300605,30/06/2005,11:38,JRB,Rattlesnake,Capt,Sight,No,Above rancher pine stand on mtn,3D diff,20,2.7,357,322156,5435584,Co01300605,Shrub-steppe,"Hot, Sunny",25,33.1,42.6,"1 other snake here, missed",colour plad,37.1,2,160,130,30,,Juvenile,NA,"Fiesta yellow, Fiesta yellow",Yes,"Only 2 segments, too small for pit tag and probe",30/06/2005,13:46,JRB,,At capture location,On the move,2005-155,,
454f204e69,4/7/2005,11:06,RH,Rattlesnake,Capt,Sight,No,N of WS beach,3D diff,25,3.7,278,320135,5436462,Co01040705,Meadow,"Warm, Sunny",50,,,,Striped,76.6,5.9,443,79,364,Male,Adult,NA,"Fiesta yellow, Red, Pt purple",Yes,,7/7/2005,13:04,JRB,3,At capture location,,2005-156,,
457b5f2579,4/7/2005,14:31,JRB,Rattlesnake,Capt,Sight,No,CG Rock pile,3D diff,10,5.1,300,321575,5434842,Co02040705,Shrub-steppe,"Hot, Cloudy",50,31.5,36.3,,Pink/blue flowers,70.9,5.7,390,67,323,Male,Adult,NA,Fiesta yellow,Yes,Only 1 rattle segment,5/7/2005,11:33,JRB,1,At capture location,Coiled,2005-157,,
4530125604,4/7/2005,16:08,JRB,Rattlesnake,Capt,Sight,Yes,Above cg office ca. 100m,3D gps,50,5.1,292,321689,5434671,Co03040705,Shrub-steppe,"Hot, Sunny",50,38.6,38.1,Book surgery,P/g/b patterns,74.5,6.5,410,103,307,Male,Adult,NA,No rattle,,,8/7/2005,10:55,JRB,4,At capture location,Coiled,2005-158,,
45693d0a71,4/7/2005,16:08,JRB,Rattlesnake,Capt,Sound,No,Above cg office ca. 100m,3D gps,50,5.1,292,321689,5434671,Co04040705,Shrub-steppe,"Hot, Sunny",50,38.6,38.1,,Y/r/b stripes,50.7,3.5,247,86,161,Female,Sub Adult,No,"Fiesta yellow, Red, Citrus green",Yes,,5/7/2005,13:40,JRB,1,"193m E at 321823, 5434809, 5.1",Coiled,2005-159,,
4462226167,4/7/2005,16:08,JRB,Rattlesnake,05recap,Sound,Yes,Above cg office ca. 100m,3D gps,50,5.1,292,321689,5434671,Co05040705,Shrub-steppe,"Hot, Sunny",50,38.6,38.1,,Green,,,,,,,,,,,Blood on 19/07/2005,5/7/2005,13:40,JRB,1,"93m E at 321823, 5434809, 5.1",Coiled,2005-96a,,
Co01050705,5/7/2005,12:59,CG staff,Rattlesnake,Capt,Sight,No,Site 140,3D diff,10,3.5,294,321415,5434794,Co01050705,Grass,"Warm, Sunny",50,,,,Green,23.9,2.1,89,80,9,,Neonate,NA,Fiesta yellow,Yes,,6/7/2005,14:38,JRB,1,"539m E at 321915, 5434975, 5.2",,2005-160,,
452f791e0a,5/7/2005,13:16,CG staff,Rattlesnake,Capt,Sight,Yes,CG main gate,,66,5.2,286,321680,5434584,,Road,,,,,"Dead on road, rattle ripped off",,,,,,,Female,Adult,No,,,,,,,,DOR,,2005-161,,
43136c1e2f,5/7/2005,16:22,JRB,Rattlesnake,Capt,Sight,Yes,Main gate,,10,7.4,308,321828,5434604,,Road,Warm,,,,Dead,,,,,,,Male,Adult,NA,"White, Red, Yellow",,,,,,,DOR,,2005-162,,
4603764235,6/7/2005,10:49,JRB,Rattlesnake,Capt,Sight,No,Lone pine bridge,3D diff,65,2.7,327,322151,5435041,Co01060705,Shrub-steppe,"Warm, Overcast",75,,,Shed mode,Blue flowers,61.3,5.6,278,95,183,Male,Adult,NA,"Fiesta yellow, Red, Deep aqua",Yes,About to shed,6/7/2005,14:33,JRB,,At capture location,Stretched out,2005-163,,
4556555322,6/7/2005,10:21,RH,Rattlesnake,Capt,Sight,No,"N desert, e end of ravine",3D diff,50,4.3,354,320716,5436924,Co01060705,Rock outcrop,"Warm, Overcast",75,,,,Yellow flowers,50.2,4.2,219,126,93,Male,Sub Adult,NA,"Fiesta yellow, Red, Tango blue",Yes,,7/7/2005,12:37,JRB,1,At capture location,,2005-164,,
456d056009,6/7/2005,10:21,RH,Rattlesnake,Capt,Sight,No,"N desert, e end of ravine",3D diff,50,4.3,354,320716,5436924,Co01060705,Rock outcrop,"Warm, Overcast",75,,,,Yellow flowers,52.7,3.5,261,108,153,Female,Sub Adult,NA,"Fiesta yellow, Red, Blue bell",Yes,,7/7/2005,12:37,JRB,1,At capture location,,2005-165,,
45662d3263,7/7/2005,12:37,JRB,Rattlesnake,Capt,Sight,No,"N desert, e end of ravine",3D diff,50,4.3,354,320716,5436924,Co01070705,Shrub-steppe,Warm,50,24.4,30.3,,Striped,64.1,5.1,259,84,175,Male,Adult,,"Fiesta yellow, Red, Royal blue",Yes,,8/7/2005,11:30,RH,1,At capture location,Coiled,2005-166,,
455435550d,7/7/2005,15:40,RH,Rattlesnake,Capt,Sight,No,"High desert, N end",3D diff,100,5.8,348,321889,5435500,Co02070705,Shrub-steppe,"Warm, Overcast",75,25.2,27.3,,Pink/blue flowers,62.7,6.8,322,66,256,Male,Adult,NA,"Fiesta yellow, Red, Lt blue",Yes,,9/7/2005,16:56,JRB,2,At capture location,,2005-167,,
4576655e55,8/7/2005,10:28,Lindsay,Rattlesnake,Capt,Sight,No,Lone pine bridge,3D diff,65,2.7,327,322151,5041,Co01080705,Shrub-steppe,"Overcast, Cool",100,,,,Yellow,59.6,5,329,154,175,Male,Adult,NA,"Fiesta yellow, Fuchsia, Red",Yes,,9/7/2005,15:17,JRB,1,At capture location,,2005-168,,
45563c3159,8/7/2005,11:46,JRB,Rattlesnake,Capt,Sight,Yes,Cg rock pile,3D diff,50,5.2,300,321574,5434839,Co02080705,Shrub-steppe,"Overcast, Cool",100,,,,Pink/blue patterns,70.2,6,383,108,275,Male,Adult,NA,Blue,Yes,"Recap but no pit tag?  detectve work needed, cant figure out which individual, csn only get blue green out of tsil colour, no photos from 2003 to reference",9/7/2005,15:47,JRB,1,At capture location,Basking,2005-169,,
45305f053a,8/7/2005,11:46,JRB,Rattlesnake,Capt,Sight,Yes,Cg rock pile,3D diff,50,5.2,300,321574,5434839,Co080705,Shrub-steppe,"Overcast, Cool",100,,,,Yellow/brown,70.6,6.2,378,127,251,Male,Adult,NA,"Fuchsia, Blue bell, Fiesta yellow",Yes,,9/7/2005,15:47,JRB,1,At capture location,Basking,2005-170,,
45563d2975,8/7/2005,11:30,RH,Rattlesnake,Capt,Sight,No,Above concrete blocks,3D diff,50,4.9,305,320974,5435813,Co04080705,Shrub-steppe,"Warm, Overcast",75,,,,Green,70,5.9,381,81,300,Male,Adult,,"Fiesta yellow, Fuchsia, Car pink",Yes,,10/7/2005,12:59,JRB,2,At capture location,,2005-171,,
454a726a22,8/7/2005,11:30,RH,Rattlesnake,Capt,Sight,No,Above concrete blocks,3D diff,50,4.9,305,320974,5435813,Co05080705,Shrub-steppe,"Warm, Overcast",75,,,,White flowers,47.5,2.8,209,96,113,Female,Sub Adult,No,"Fiesta yellow, Fuchsia, Citrus green",Yes,,10/7/2005,12:59,JRB,2,At capture location,,2005-172,,
45653e5336,8/7/2005,14:33,RH,Rattlesnake,Capt,Sight,No,Base of hill at N desert,3D diff,30,4.9,289,320684,5436030,Co06080705,Shrub-steppe,"Warm, Overcast",75,,,,Green w hot corners,64.5,5.2,361,108,253,Male,Adult,NA,"Fiesta yellow, Fuchsia, Pt purple",Yes,,10/7/2005,13:47,JRB,2,At capture location,,2005-173,,
45547f313c,8/7/2005,14:33,RH,Rattlesnake,Capt,Sight,No,Base of hill at N desert,3D diff,30,4.9,289,320684,5436030,Co07080705,Shrub-steppe,"Warm, Overcast",75,,,,Y/b/g striped,72.4,5.1,393,86,307,Male,Adult,NA,"Fiesta yellow, Fuchsia, Deep aqua",Yes,,10/7/2005,13:47,JRB,2,At capture location,,2005-174,,
4566397577,10/7/2005,13:26,JRB,Rattlesnake,Capt,Sight,No,"Ndesert, SW end",3D diff,50,5.7,343,321099,5436046,3123100705,Shrub-steppe,"Warm, Overcast",75,25.7,25.6,See zaphod rec for info,Striped,49.7,3,256,122,134,Female,Sub Adult,NA,"Fiesta yellow, Fuchsia, Blue bell",Yes,in shed mode,12/7/2005,15:54,JRB,2,Rel with zaphod ca. 400m from capt loc,Coiled with zaphod,2005-175,,
457732644c,10/7/2005,14:52,JRB,Rattlesnake,Capt,Sight,No,W tip of RS Pt at log,3D gps,50,5.1,276,319797,5436456,Co02100705,Meadow/lake edge,"Warm, Overcast",100,27.4,27.8,,Green,76.6,5.9,437,108,329,Male,Adult,NA,"Fiesta yellow, Fuchsia, Tango blue",Yes,in shed mode,12/7/2005,16:28,JRB,2,At capture location,Coiled in open,2005-176,,
4537092e41,11/7/2005,14:24,JRB,Rattlesnake,Capt,Sight,No,High desert N end,3D diff,10,2.8,346,321606,5435581,Co01110705,Shrub-steppe,"Hot, Windy",25,36.4,37.6,,Green,55.3,3.2,242,81,161,Female,Adult,No,No paint,Yes,"No rattles to paint, only base segment present",13/07/2005,15:26,JRB,2,"With swar, see telem rec",Coiled with swark,2005-177,,
454561746e,14/07/2005,10:06,"JRB, RH",Rattlesnake,Capt,Sight,No,E of WS on hill,3D diff,55,3.3,334,320642,5436228,Co01140705,Shrub-steppe,"Warm, Sunny",25,25.6,28.8,,Striped,59.2,5.5,290,98,192,Male,Adult,NA,"Fiesta yellow, Fuchsia, Daisy cream",Yes,,15/07/2005,14:09,RH,1,At capture location,On the move,2005-178,,
4546521d6a,14/07/2005,13:20,Coyote,Rattlesnake,Capt,Sight,No,Under construction trailer,3D diff,110,3,336,322151,5434976,Co02140705,Cons site,"Hot, Sunny",25,,,,,58.5,5,239,80,159,Male,Sub Adult,,"Fiesta yellow, Fuchsia, Royal blue",Yes,,16/07/2005,14:23,JRB,2,"574m at 321813, 5435438, 4.3",Undrt trailer,2005-179,,
Co01050705,14/07/2005,15:05,RH,Rattlesnake,05recap,Sight,Yes,CG store,3D gps,50,70,306,321465,5434704,Co03140705,Grass/tree,"Warm, Sunny",25,,,,Green,,,,,,,Neonate,,Fiesta yellow,,,14/07/2005,15:46,JRB,,"539m at 321926, 543498, 7.4",Coiled in tree,2005-160a,,
DOGC,15/07/2005,8:44,JRB,Rattlesnake,Capt,Sight,No,7th fairway,,10,4.8,,322560,5434700,Co01150705,"GC, Grass","Overcast, Cool",100,,,Hit by mower,Unmarked in freezer,,,,,,,,,,,,,,,,Dead at GC,In mower,2005-180,,
43102c4428,15/07/2005,10:38,"JRB, RH",Rattlesnake,Capt,Sight,Yes,CG rock pile,3D diff,75,4.8,301,321574,5434842,Co02150705,Shrub-steppe,"Overcast, Cool",100,22,22.6,"3 snakes here a small male was courting a female when a large male came in and lifted his head up forcing the small male to retreat, the large snake began courting the female immedately",Striped,78.3,6.2,413,125,288,Male,Adult,NA,"Red, Green, White",Yes,Blood on 24/07/05,16/07/2005,14:59,JRB,1,At capture location,Coiled,2005-181,,
4548022921,15/07/2005,11:07,JRB,Rattlesnake,05recap,Sound,Yes,"High desert, Mid W side",3D diff,75,4.5,339,321654,5435281,3074150705,Shrub-steppe,"Overcast, Cool",100,23.1,23.3,Courted by brandon,,,,,,,,,,,,,,,,,Sighting only,Mating,2005-64a,,
454c185357,16/07/2005,12:08,Lindsay,Rattlesnake,Capt,Sight,No,Lone pine bridge,3D diff,50,5.7,330,322136,5435056,Co01160705,Shrub-steppe,Warm,50,,,,Yellow/brown,57.9,3.5,285,122,163,Female,Sub Adult,No,"Fiesta yellow, Fuchsia, Lt blue",Yes,,16/07/2005,13:58,JRB,,At capture location,Basking,2005-182,,
455053554c,16/07/2005,14:03,JRB,Rattlesnake,Capt,Sight,No,Just past cottonwood bridge,3D diff,50,5.5,332,322086,5435239,Co02160705,Path,"Warm, Cloudy",50,,,Tourists filming it,White flowers,54.5,3.4,238,95,143,Female,Sub Adult,No,"Fiesta yellow, Car pink, Red",Yes,,17/07/2005,12:35,JRB,1,At capture location,On the move,2005-183,,
44623f6902,16/07/2005,14:12,JRB,Rattlesnake,Capt,Sight,Yes,Large pine near village,3D diff,30,3.3,321,322050,5435292,Co03160705,Shrub-steppe,"Warm, Windy",50,,,,Yellow/brown,60.2,5.1,295,122,173,Male,Adult,NA,"Fuchsia, Red, Tango blue",Yes,,17/07/2005,12:38,JRB,1,At capture location,Coiled in open,2005-184,,
45663c3516,16/07/2005,14:12,JRB,Rattlesnake,Capt,Sight,No,Large pine near village,3D diff,30,3.3,321,322050,5435292,Co04160705,Shrub-steppe,"Warm, Windy",50,,,,Kids,61.1,5.4,264,91,173,Male,Adult,NA,"Fiesta yellow, Car pink, Fuchsia",Yes,,17/07/2005,12:38,JRB,1,At capture location,Coiled in open,2005-185,,
4551486333,16/07/2005,14:40,JRB,Rattlesnake,Capt,Sight,No,CG rock pile,3D diff,75,4.8,301,321574,5434842,Co05160705,Shrub-steppe,"Warm, Overcast",75,,,,Green,50.5,4.3,191,80,111,Male,Sub Adult,NA,"Fiesta yellow, Car pink, Citrus green",Yes,,17/07/2005,15:43,JRB,1,At capture location,Coiled with 2 other snakes,2005-186,,
4556780767,16/07/2005,14:40,JRB,Rattlesnake,Capt,Sight,No,CG rock pile,3D diff,75,4.8,301,321574,5434842,Co06160705,Shrub-steppe,"Warm, Overcast",75,,,Squina is here mating with f-dc-rb,Green,59.2,3.6,281,123,158,Female,Adult,No,"Fiesta yellow, Car pink, Pt purple",Yes,,17/07/2005,15:43,JRB,1,At capture location,Coiled with 2 other snakes,2005-187,,
452f717358,16/07/2005,14:40,GC staff,Rattlesnake,05recap,Sight,Yes,GC clubhouse,3D diff,30,3,337,322273,5434661,Co08160705,Grass,"Warm, Overcast",75,,,,Green patterns,,,,,,,,,"Fuchsia, Royal blue, Fiesta yellow",,,17/07/2005,12:50,JRB,1,"675m  at 322015, 5435281, 7.9",On the move,2005-46a,,
Co07160705,16/07/2005,15:34,Lenny CG,Rattlesnake,Capt,Sight,No,CG volleyball net,3D gps,115,7.2,283,321458,5434814,300,Sand,"Warm, Overcast",75,,,,White plad,25.6,1.7,98,81,17,,Neonate,NA,Fiesta yellow,Yes,Very skinny,17/07/2005,12:48,JRB,1,"757m at 322009, 5435332, 8.6",On the move,2005-188,,
45300b3c23,16/07/2005,14:40,JRB,Rattlesnake,05recap,Sight,Yes,CG rock pile,3D diff,75,4.8,301,321574,5434842,,Shrub-steppe,"Warm, Overcast",75,,,,,,,,,,,,,,,,,,,,Sighting only,Mating,2005-116a,,
4545395d52,16/07/2005,14:40,JRB,Rattlesnake,05recap,Sight,Yes,CG rock pile,3D diff,75,4.8,301,321574,5434842,,Shrub-steppe,"Warm, Overcast",75,,,,,,,,,,,,,,,,,,,,Sighting only,Mating,2005-131a,,
457b5f2579,16/07/2005,14:40,JRB,Rattlesnake,05recap,Sight,Yes,CG rock pile,3D diff,75,4.8,301,321574,5434842,,Shrub-steppe,"Warm, Overcast",75,,,,,,,,,,,,,,,,,,,,Sighting only,Mating,2005-156a,,
45566c6549,18/07/2005,19:38,JRB,Rattlesnake,Capt,Sight,No,E side of RS Pt,3D gps,15,5.2,293,320062,5436661,Co01180705,Shrub-steppe,"Warm, Windy",0,32.8,33,,White flowers,74,5.9,403,94,309,Male,Adult,NA,"Fiesta yellow, Car pink, Deep aqua",Yes,,21/07/2005,11:22,JRB,3,At capture location,On the move,2005-189,,
4462226167,18/07/2005,20:51,JRB,Rattlesnake,05recap,Sight,Yes,CG entrance,3D diff,55,6.1,286,321730,5434544,Co02180705,Road,"Warm, Dusk",0,29.8,28.8,,Green patterns,,,,,,,,,"Fuchsia, Deep aqua, Daisy cream",,,19/07/2005,16:07,JRB,1,"193m at 321737, 5434739, 3.3",On the move,2005-96b,,
45440a332c,19/07/2005,9:15,GC staff,Rattlesnake,05recap,Sight,Yes,7th farway,3D diff,75,4.8,355,322568,5434700,Co01190705,Grass,"Warm, Sunny",0,,,,Green,,,,,,,,,,,,19/07/2005,16:15,JRB,,"529m at 322151, 5435025, 3.8",On the move,2005-105a,,
45563c3159,20/07/2005,11:51,JRB,Rattlesnake,05recap,Sight,Yes,Above site f-5,3D diff,35,2.8,292,321485,5434973,3324200805,Shrub-steppe,Hot,0,32.1,40.9,In hole with squina,Striped,,,,,,,,,,,,20/07/2005,14:59,JRB,,"822 at 322141, 5435465, 7.1",Underground,2005-169a,,
453f4c781b,19/07/2005,8:15,JRB,Rattlesnake,05recap,Sight,Yes,5th tee box,3D diff,50,4.9,356,322500,5434762,Co02200705,Grass,"Warm, Sunny",0,,,,Green patterns,51.6,4.3,209,109,100,Male,Sub Adult,NA,"Fiesta yellow, Car pink",Yes,,20/07/2005,15:05,JRB,1,"823 at 322097, 5435481, 7.1",On the move,2005-39a,,
Co03200705,19/07/2005,17:30,JRB,Rattlesnake,Capt,Sight,No,Trailer SE of store,3D diff,30,7,293,321468,5434725,Co03200705,Shrub-steppe,"Hot, Sunny",0,,,,Green,27.2,1.6,120,110,10,,Neonate,NA,Fiesta yellow,Yes,,20/07/2005,15:22,JRB,1,"424m at 321745, 5435048, 3.0",,2005-190,,
45307b6062,21/07/2005,20:30,JRB,Rattlesnake,Capt,Sight,Yes,Main rd 50m ne of gates,,50,5,298,321867,5434466,,Road,"Warm, Sunny",0,,,,,,,,,,Male,Adult,NA,"Fuchsia, Tango blue, Fiesta yellow",,,,,,,DOR,Dead,2005-191,,
452f7d6b3b,21/07/2005,22:30,CG staff,Rattlesnake,05recap,Sight,Yes,middle washroom,3D diff,30,3.9,289,321491,5434744,,Path,Warm,0,,,,Striped,,,,,,,,,"Fuchsia, Citrus green, Blue bell",,,21/07/2005,15:01,JRB,,"590m at 322007, 5435038, 4.3",On the move,2005-136a,,
45306d4a14,20/07/2005,8:30,CG staff,Rattlesnake,05recap,Sight,Yes,CG volleyball net,3D gps,115,7.2,283,321458,5434814,,Sand,"Warm, Sunny",0,,,,Green patterns,,,,,,,,,"Fuchsia, Blue bell, Pt purple",,,21/07/2005,14:57,JRB,1,"637m at 322068, 5435015, 6.2",On the move,2005-132a,,
