PIT Tag #,Date,Time,Researcher,Species,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle Paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Type,Hibernation Site
4565260d62,15/05/2006,12:51,"KH, LG",Rattlesnake,Capt,Sight,Yes,Rattlesnake Point,3D diff,50,2.6,276,319857,5436540,3660150506,"Shrub-steppe, Antelope brush","Warm, Cloudy",50,38.8,36.3,,White w yellow flowers.,65,5.1,322,121,201,Male,Adult,NA,"Fiesta yellow, Royal blue, Car pink",Yes,,17/05/2006,16:54,"KH, LG",2,At capture location,"Coiled, Under antelope brush",2006-41,Capt,
451e567222,9/5/2006,12:42,"JRB, KH",Rattlesnake,Capt,Sound,Yes,Rattlesnake Pt,3D diff,50,4.3,280,319826,5436513,Co01090506,"Shrub-steppe, Antelope brush","Warm, Sunny",25,22,20.3,,Blue,69.9,4.9,416,102,314,Female,Adult,No,"Fiesta yellow, Royal blue, Daisy cream",Yes,Dna blood sample only,10/5/2006,16:23,"KH, LG",1,At capture location,On the move,2006-32,Capt,
45597e311a,8/6/2006,14:14,CG staff,Rattlesnake,Capt,Sight,Yes,Campground,3D diff,50,4.2,285,321666,5434634,Co05080606,CG,"Warm, Sunny",50,,,"Injured, see tagging comments",White with blue stripes,,3.2,338,98,240,Male,Adult,NA,"Fiesta yellow, Tango blue, Blue bell",Yes,"Hit by trimmer. 4 lacerations, 2 deep. Rattle broken off. Gave baytril (0.024 for 6 days)  and metacam (0.005 for 3 days). On low heat in bin for 3 days, then moved to Hotel. Translocated 641m",14/06/2006,15:13,"KH, LG",6,E - 321937. N - 5435205. A - 4.4,"Coiled, In grass.",2006-84,Capt,
44621e530e,12/5/2006,13:59,"KH, LG",Rattlesnake,Capt,Sound,Yes,Central south high desert,3D diff,100,2.6,324,321835,5435016,Co01120506,"Shrub-steppe, Antelope brush","Overcast, Cool",75,18.8,18.7,,Tan,,3.3,356,129,227,Female,Adult,No,"Fuchsia, , Blue bell, Fuchsia",Yes,Blood taken.,13/05/2006,17:11,"KH, LG",1,At capture location,On the move,2006-36,Capt,
452f7d6b3b,2/5/2006,10:56,"KH, LG",Rattlesnake,Capt,Sight,Yes,Den 06,3D diff,52,2.9,546,322935,5435233,Co01020506,"Rock outcrop, Rock slide","Sunny, Cool",0,15.6,14.1,,Yellow,65.73,5.5,342,150,192,Male,Adult,,"Fuchsia, Blue bell, Citrus green",Yes,,4/5/2006,12:31,"JRB, KH",2,At capture location,On the move,2006-19,Capt,
45305f053a,23/06/2006,17:31,"KH, LG",Rattlesnake,Capt,Sight,Yes,East of camp ground store,3D diff,50,3.5,297,321601,5434792,Co02230606,"Shrub-steppe, Rock pile","Warm , hazy",50,33.7,35.5,Less than 5m from fence,Yellow A,,6.5,408,126,282,Male,Adult,NA,"Fuchsia, Blue bell, Fiesta yellow",Yes,Blood taken.,25/06/2006,18:31,"KH, LG",2,At capture location,"Coiled, Under rock",2006-99,Capt,
45305f053a,27/06/2006,21:26,"KH, LG",Rattlesnake,06recap,Sight,Yes,East of CG office,3D diff,150,1.8,300,321662,5434741,Co11270606,"Shrub-steppe, fence ","Warm, Dusk",0,25.2,22.5,,Green,,,,,,Male,Adult,NA,"Fuchsia, Blue bell, Fiesta yellow",,,,,,,Sighting only,Working the fence,2006-119,06recap,
45301b1529,12/5/2006,17:37,"KH, LG",Rattlesnake,Capt,Sound,Yes,"N desert, south west corner",3D diff,125,5,277,321058,5435642,Co02120506,"Shrub-steppe, in open","Warm, Sunny",75,21.8,21.2,,White with pink and blue,,3.8,228,65,163,Female,Adult,No,"Fuchsia, Car pink, Fiesta yellow",Yes,Recent meal. Touched up rattle paint,13/05/2006,10:19,"KH, LG",1,At capture location,On the move,2006-37,Capt,
4530732c10,25/05/2006,16:07,KH,Rattlesnake,Capt,Sight,Yes,Lone pine bridge,3D diff,25,2.7,332,322144,5435047,Co01250506,"Shrub-steppe, Sagebrush","Warm, Sunny",50,,,Spotted by tour group,Green,,6.5,325,80,245,Male,Adult,NA,"Fuchsia, Citrus green, Pt purple",Yes,Blood taken.,26/05/2006,17:13,"KH, LG",1,At capture location,On the move,2006-62,Capt,
452f301806,27/06/2006,21:18,"KH, LG",Rattlesnake,Capt,Sound,,East of CG store,,50,3.8,295,321625,5434765,Co10270606,"Shrub-steppe, fence","Warm, Overcast",0,26.2,22.5,,White with yellow flowers,,4.05,295,107,188,Male,Adult,NA,"Fuchsia, Citrus green, Red",Yes,Blood taken.,30/06/2006,17:17,"KH, LG, JB",3,At capture location,Working Fence,2006-118,Capt,
4532422759,16/06/2006,18:02,"KH, LG",Rattlesnake,Capt,Sight,Yes,Central High desert,3D diff,100,3.2,335,321659,5435269,Co04160606,"Shrub-steppe, Antelope brush","Warm, Sunny",75,,,Must wait till Monday when Lindsay is here to process.,Green,,6.1,327,80,247,Male,Adult,NA,"Fuchsia, Daisy cream, Pt purple",Yes,Blood taken.,19/06/2006,16:01,"KH, LG",3,At capture location,"Coiled, Under antelope brush",2006-95,Capt,
4462501c61,16/08/2006,11:56,"KH, LG",Rattlesnake,,Sound,Yes,S riparian,3D diff,25,3.2,303,321897,5434873,Co02160806,"Riparian, in open","Warm, Sunny, Windy",25,29.8,,,Pink A,,4,313,129,184,Female,Adult,,"Fuchsia, Daisy cream, Red",Yes,,18/08/2006,11:57,KH,2,At capture location,On the move,2006-197,Capt,
430b2e5719,23/07/2006,8:35,"KH, LG",Rattlesnake,Capt,Sound,Yes,"High desert, N of grassy area",3D diff,110,3.5,320,321464,5435384,Co01230706,"Shrub-steppe, Antelope brush","Warm, Sunny",0,32.4,,,Tan,,5.7,424,135,289,Male,Adult,NA,"Fuchsia, Deep aqua, Car pink",Yes,Blood attempted.,25/07/2006,8:30,"KH, LG",2,At capture location,On the move,2006-150,Capt,
430b2e5719,18/08/2006,9:53,"KH, LG",Rattlesnake,,Sight,Yes,E of Lenny's trailer,3D diff,50,2.4,297,321438,5435195,Co02180806,"Shrub-steppe, fence","Warm, Sunny, Smokey",0,,,"Coiled <0.3m from fence, facing fence. Disturbed to see colours. Moved 2m down fence & recoiled.",,,,,,,,,,"Fuchsia, Deep aqua, Car pink",,,,,,,,"Coiled, at fence",2006-200,06recap,
452f654814,28/06/2006,8:18,KH,Rattlesnake,06recap,Sound,Yes,SW service road,3D diff,25,2.2,305,321870,5434813,Co01280606,"Shrub-steppe, Antelope brush","Warm, Sunny",0,25,23.3,,,,,,,,,,NA,"Fuchsia, Deep aqua, Citrus green",,,,,,,Sighting only,"Coiled, Under antelope brush",2006-120,06recap,
452f654814,16/06/2006,16:55,"KH, LG",Rattlesnake,Capt,Sight,Yes,"High desert, SW end",3D diff,,,300,321834,5434681,Co03160606,"Shrub-steppe, Sagebrush","Warm, Cloudy",75,,,Must wait till Monday when Lindsay is here to process.,Lt. Blue,,5.6,366,111,255,Male,Adult,NA,"Fuchsia, Deep aqua, Citrus green",Yes,Blood - DNA only (clotted in vacutainer).,19/06/2006,15:36,"KH, LG",3,At capture location,"Stretched out, Under sage brush",2006-94,Capt,
4462226167,27/06/2006,10:43,Fence crew,Rattlesnake,06recap,Sight,Yes,Riding stables,,,,,322,543,,Main intersection,,,,,DEAD - Killed by kids throwing rocks. Found by fence crew.,,,,,,,Male,Adult,NA,"Fuchsia, Deep aqua, Daisy cream",,,,,,,,,2006-108,06recap,
4462226167,6/5/2006,10:40,"JRB, KH",Rattlesnake,Capt,Sight,Yes,Rock pile E of CG store,3D diff,50,4.4,297,321574,5434839,Co01060506,"Shrub-steppe, Rock pile","Warm, Sunny",50,,,,White w yellow patterns,70.1,6.4,421,120,301,Male,Adult,NA,"Fuchsia, Deep aqua, Daisy cream",Yes,,7/5/2006,16:01,"JRB, KH",1,At capture location,Coiled. On rock,2006-25,Capt,
44615f3231,21/08/2006,13:00,GC staff,Rattlesnake,,,Yes,GG 4 fairway,3D diff,30,4.2,346,322482,5434647,Co03210806,GC,"Warm, Sunny",25,,,,Multi flowers,,3.3,254,105,149,Female,Adult,No,"Fuchsia, Deep aqua, Deep aqua",Yes,Trans 526m.,25/08/2006,8:09,"KH, LG",4,E322233. N5435111. A4.0,,2006-204,Capt,
445c745512,15/05/2006,9:59,"KH, LG",Rattlesnake,Capt,Sight,Yes,N end of Campground,3D diff,50,4.8,283,321276,5435365,Co01150506,"CG, long grass","Warm, Cloudy",75,22.8,23.5,,Yellow,69.5,5.3,386,152,234,Male,Adult,NA,"Fuchsia, Deep aqua, Royal blue",Yes,Translocation 690m.,17/05/2006,13:35,"KH, LG",2,E321741 N5435866 ERR2.6 ,"Coiled, in grass",2006-40,Capt,
452f513c7d,17/05/2006,8:39,CG staff,Rattlesnake,Capt,,Yes,Campground trailer on hill,3D diff,25,2.4,280,321386,5435187,Co02170506,CG,,,,,,Tan w blue stitching.,,5.2,326,105,221,Male,Adult,NA,"Fuchsia, Deep aqua, Tango blue",Yes,Blood taken. Translocate 953m.,19/05/2006,11:06,KH,2,E - 321738. N - 5435916. Acc - 4.3,,2006-47,Capt,
452f513c7d,22/06/2006,17:55,KH,Rattlesnake,06recap,Sight,Yes,SE of washroom 4,3D diff,25,3.6,302,321403,5435290,Co01220606,"Shrub-steppe, grassbush","Warm, Cloudy",50,34.1,33.4,,,,,,,,,,,"Fuchsia, Deep aqua, Tango blue",,In shed,,,,,Sighting only,"Coiled, Under grassbush",2006-97,06recap,
456f102247,23/06/2006,17:55,"KH, LG",Rattlesnake,Capt,Sight,No,SE of washroom 4,3D diff,25,3.6,302,321403,5435290,Co01220606,"Shrub-steppe, grassbush","Warm, Cloudy",50,31.4,31.3,,Green patterns,,5.8,348,93,255,Male,Adult,NA,"Fuchsia, Fiesta yellow, Tango blue",Yes,In shed. Blood taken,25/06/2006,21:37,"KH, LG",2,At capture location,"Coiled, Under grassbush",2006-100,Capt,
445d1e665a,10/7/2006,9:19,"KH, LG",Rattlesnake,Capt,Sound,Yes,SW High desert,3D diff,75,3.1,309,321882,5434896,Co02100706,"Shrub-steppe, Antelope brush","Warm, Sunny",25,28.5,,,Blue,,3.8,238,102,136,Female,Sub Adult,No,"Fuchsia, Lt blue, Fiesta yellow",Yes,,12/7/2006,9:40,KH,2,At capture location,On the move,2006-129,Capt,
445d1e665a,21/07/2006,8:42,"KH, LG, AG",Rattlesnake,06recap,Sight,Yes,SW High desert,3D diff,150,4.4,304,321786,5434769,Co01210706,"Shrub-steppe, in open","Warm, Sunny",0,22.2,,,,,,,,,,,,"Fuchsia, Lt blue, Fiesta yellow",,,,,,,Sighting only,On the move,2006-146,06recap,
445d225c75,9/6/2006,17:33,"KH, LG",Rattlesnake,Capt,Sound,Yes,E of store,3D diff,50,3.6,326,321660,5435033,Co03090606,"Shrub-steppe, Antelope brush","Warm, Cloudy",75,25.2,25.5,,Lion king.,,3.8,309,110,199,Female,Adult,No,"Fuchsia, Pt purple, Car pink",Yes,Blood taken.,11/6/2006,16:32,"KH, LG",2,At capture location,"Stretched out, Under antelope brush",2006-87,Capt,
452f3c4b4d,21/08/2006,16:38,"KH, LG",Rattlesnake,,Sound,Yes,Near riparian sandy spot,3D diff,54,3.3,305,321878,5434890,Co02210806,"Shrub-steppe, in open","Warm, Smokey",25,,,,Green patterns,,4,281,91,190,Female,Adult,No,"Fuchsia, Pt purple, Citrus green",Yes,,23/08/2006,16:33,KH,2,At capture location,On the move,2006-203,Capt,
44623d091f,17/07/2006,13:11,GC staff,Rattlesnake,Capt,,Yes,7th green,3D diff,100,3.6,357,322543,5434644,Co05170706,GC,,,,,Release delayed because can't find out where captured.,Green w red etc,,3.8,216,108,108,Female,Adult,No,"Fuchsia, Pt purple, Pt purple",Yes,Rattle paint broken off. Repainted. Trans 463m.,21/07/2006,11:39,"KH, LG",4,E322385. N5435034. A2.8.,,2006-140,Capt,
445c6d7310,5/5/2006,17:20,"JRB, KH",Rattlesnake,Capt,Sight,Yes,Intersection w campground rd.,3D diff,30,2.9,294,321823,5434542,Co04050506,Path at road edge.,"Warm, Overcast",100,,,,Beige,62.7,4,333,130,203,Female,Adult,No,"Fuchsia, Pt purple, Tango blue",Yes,,6/5/2006,10:25,"JRB, KH",1,258m N of capture. E 321786 N5434797. Acc-2.3.,On the move,2006-24,Capt,
445c6d7310,2/6/2006,16:40,CG staff,Rattlesnake,Capt,Sight,Yes,Riding stables,3D diff,50,5,288,321738,5434545,Co02020606,riding stables on road,,,,,,Pink A,,,309,132,177,Female,Adult,No,"Fuchsia, Pt purple, Tango blue",Yes,Blood taken. Translocated 964m,4/6/2006,9:45,KH,2,E - 321863. N - 5435498. A - 4.0,,2006-74,Capt,
44617d154f,22/05/2006,17:54,"KH, LG",Rattlesnake,Capt,Sight,Yes,S central high desert,3D diff,125,5.3,329,321883,5435071,3010220506,"Shrub-steppe, dead brush","Overcast, Cool",100,23.2,23.6,Caught right beside Divola (within 2m).,"Pink, blue,green pattern",,5.6,342,106,236,Male,Adult,NA,"Fuchsia, Red, Blue bell",Yes,Blood taken - DNA only,23/05/2006,16:40,"KH, LG",1,At capture location,"Coiled, under dead brush",2006-54,Capt,
4462123422,25/06/2006,20:32,"KH, LG",Rattlesnake,Capt,Sound,Yes,E of F sites,3D diff,75,4.8,324,321501,5435330,Co02250606,"Shrub-steppe, Antelope brush","Warm, Dusk",0,26.4,26.6,,White w yellow flowers.,,3.4,242,84,158,Female,Adult,No,"Fuchsia, Red, Pt purple",Yes,Defecated in bag.,27/06/2006,19:32,"KH, LG",2,At capture location,On the move,2006-105,Capt,
452f717358,13/07/2006,9:31,Victor,Rattlesnake,Capt,,Yes,Golf Course Maintenance,3D diff,150,5,335,322267,5434600,Co01130706,"Shrub-steppe, Wood pile","Warm, Sunny",75,,,,"Red, blue, green stripe",,5.5,277,84,193,Male,Adult,NA,"Fuchsia, Royal blue, Fiesta yellow",Yes,Shed in bag. Blood attempted. Trans 845.,15/07/2006,8:39,"KH, LG",2,E322172  N5435437 A4.4,"Coiled, on wood pile",2006-134,Capt,
45301e3706,27/07/2006,8:52,"KH, LG, AG",Rattlesnake,Capt,Sight,,"Golf Course, hole 6",3D diff,130,5,359,322356,5434925,Co01260706,GC,"Warm, Sunny",0,23.9,,,Green,,6.3,290,108,182,Male,Adult,NA,"Fuchsia, Tango blue, Daisy cream",Yes,Trans 840m.,30/07/2006,8:51,"KH, LG",3,E321957. N5435665. A4.3,On the move,2006-162,Capt,
452f325818,11/8/2006,9:21,"KH, LG",Rattlesnake,,Sight,No,SW N desert,3D diff,110,4.5,313,320883,5435945,3056110806,"Shrub-steppe, in open","Warm, Sunny",50,29,,,,,,,,,,,,"Fuchsia, Tango blue, Red",,,,,,,Sighting only,Courting,2006-190,Sight,
433e515572,25/04/2006,16:11,"JRB, KH",Rattlesnake,Capt,Sight,Yes,Main road at spirit ridge,3D diff,50,2.4,324,322106,5434776,Co01250406,"Human modified, Road","Warm, Sunny",25,21,21.5,,Pink w flowers,,6.7,442,131,311,Male,Adult,NA,"Pink, green, red",Yes,Paint worn,26/04/2006,17:56,"JRB, KH",1,"287m N at 321817, 5434810, 2.7, 50, diff",On the move,2006-15,Capt,
433e515572,6/6/2006,12:12,"KH, LG",Rattlesnake,Capt,Sight,Yes,Orchard beside Nk'Mip vinyard,3D diff,125,5,298,321983,5434271,3800060606,"Orchard, Long grass","Warm, Sunny",0,,,,Green patterns,,6.5,506,93,413,Male,Adult,NA,"Pink, Green, Red",Yes,"Extremely large, but no recent meal evident.  Very difficult to tube (though calm).  Blood taken. Translocated 934m. Release postponed for crazy rainstorms.",9/6/2006,15:26,"KH, LG",3,E 321738  N 5435175 A 3.0. ,"Coiled, under log",2006-79,Capt,
430470322e,27/06/2006,20:48,"KH, LG",Rattlesnake,Capt,Sight,No,East of boat rental,3D diff,150,3.3,302,321570,5434843,Co07270606,"Shrub-steppe, on fence","Warm, Dusk",0,29.9,28.8,Human side of fence.,Troll,,6.4,427,114,313,Male,Adult,NA,"Red, Blue, Green",Yes,Blood taken,30/06/2006,17:30,"KH, LG, JB",3,Translocated 50m. E321611. N5474872. A3.3.,Workinq fence,2006-115,Capt,
433e4e4c2d,30/06/2006,18:30,"KH, LG, JB",Rattlesnake,06recap,Sight,Yes,SW High desert,3D diff,129,4.2,319,321809,5434753,Co01300606,"Shrub-steppe, Rabbit brush","Warm, Sunny",0,,,,,,,,,,,,,"Red, Blue, Pink",,,,,,,Sighting only,On the move,2006-121,06recap,
433e4e4c2d,16/05/2006,19:12,"KH, LG",Rattlesnake,Capt,Sound,Yes,In the ravine beside GC,3D diff,25,2.6,338,322297,5435058,Co04160506,"Shrub-steppe, Sagebrush","Hot, Sunny",0,35.7,33.2,,Yellow green and red stripes,62.1,5,280,87,193,Male,Adult,NA,"Red, Blue, Pink",Yes,,18/05/2006,16:06,"KH, LG",2,At capture location,On the move,2006-45,Capt,
4308490f42,3/6/2006,17:43,"KH, LG",Rattlesnake,Capt,Sight,Yes,Campground,3D diff,50,4.4,283,321461,5434744,Co02030606,CG,"Warm, Sunny",50,,,,Green,,5.6,342,80,262,Male,Adult,NA,"Red, Blue, Red",Yes,Blood taken. Translocated 711m.,5/6/2006,19:15,"KH, LG",2,E - 321643. N - 5435426. A - 2.5.,,2006-76,Capt,
457a10006e,12/8/2006,9:38,KH,Rattlesnake,,Sound,Yes,SW High desert,3D diff,115,3.3,309,321793,5434858,3010120806,"Shrub-steppe, Dead brush","Warm, Sunny",50,23.3,,,Pink flowers,,3.7,299,106,193,Female,Adult,No,"Red, Blue, Yellow",Yes,PIT tag appears to have fallen out. Was 4305430b5a. Re-tagged.,14/08/2006,10:59,"KH, LG",2,At capture location,"Coiled, Under dead brush",2006-191,Capt,
433e525c64,16/06/2006,15:45,"KH, LG",Rattlesnake,Capt,Sight,Yes,On  access rd. SW high desert,3D diff,75,4.7,297,321841,5434701,Co01160606,"Shrub-steppe, on road","Cool, Cloudy",75,27.1,23.7,Must wait till Monday when Lindsay is here to process.,green pattern,,5.6,349,109,240,Male,Adult,NA,"Red, Green, Yellow, Trans blue",Yes,Blood attempted.,19/06/2006,15:35,"KH, LG",3,At capture location,Coiled in open,2006-93,Capt,
4302733b13,4/5/2006,11:43,"JRB, KH",Rattlesnake,Capt,Sight,Yes,Lone Pine Bridge,3D diff,50,5.5,330,322144,5435051,Co01040506,Shrub-steppe. Bridge.,"Warm, Sunny",25,23.1,19.1,,White w tan leaves.,61.7,3.7,307,95,212,Female,Adult,No,"Red, White",Yes,Blood collected.,5/5/2006,10:16,KH,1,,"Coiled, in grass",2006-20,Capt,
433e06795f,8/8/2006,8:50, Victor,Rattlesnake,,,Yes,"Golf Course, #3 tee",3D diff,100,5,347,322292,5434905,Co03080806,GC,"Warm, Cloudy",,,,,Tan,,5.3,323,129,194,Male,Adult,NA,"Red, White, Pink",Yes,Very skinny. Trans 726m.,10/8/2006,18:09,KH,2,E322045. N5435587. A4.7,,2006-182,Capt,
455d337e5a,13/04/2006,12:02,JRB,Rattlesnake,Capt,Sight,No,"RC Den, NE of ent",,,,,322479,5435557,,Rock outcrop,"Warm, Overcast",100,,,,Lavender flowers,81.5,6.5,495,115,380,Male,Adult,NA,Trans blue,Yes,"Implant kramer, 15 snakes out, none at den entrance",19/04/2006,16:42,JRB,6,At capture location,Basking,2006-1,Capt,
4556666b11,20/04/2006,16:59,JRB,Rattlesnake,Capt,Sight,No,Den 26,,,,,320934,5437180,,Rock outcrop,"Warm, Sunny",50,,,Implant,Beige,76.5,6.8,417,132,285,Male,Adult,NA,Trans blue,Yes,Implant Wiggum,26/04/2006,15:50,"JRB, KH",6,"At capture location, den 26",Basking,2006-10,Capt,
4554252e34,20/04/2006,17:50,JRB,Rattlesnake,Capt,Sight,No,Below den 21,3D gps,50,9.7,324,321289,5436004,,Shrub-steppe,"Warm, Dusk",75,,,Implant,60s,77.5,6.2,383,94,289,Male,Adult,NA,Trans blue,Yes,Implant Ned,26/04/2006,13:44,"JRB, KH",6,At capture location,On the move,2006-11,Capt,
454f420a1b,23/04/2006,15:26,"JRB, KH",Rattlesnake,Capt,Sight,No,Den 06,3D diff,25,2.6,545,322932,5435288,Co01230406,"Rock outcrop, den ","Warm, Windy",0,22.4,19.3,,Green,77.5,6.3,432,94,338,Male,Adult,NA,Trans blue,Yes,Implant Oswald,27/04/2006,11:28,"JRB, KH",4,At capture location,Basking,2006-12,Capt,
430f5b2e26,10/7/2006,8:32,"KH, LG",Rattlesnake,Capt,Sound,Yes,Village trail,3D diff,50,4.1,333,322083,5435142,Co01100706,"Shrub-steppe, Antelope brush","Warm, Sunny",25,23.8,,,White w blue & pink.,,6.1,317,66,251,Male,Adult,NA,Trans blue,Yes,Blood - DNA only.,12/7/2006,9:12,KH,2,At capture location,"Coiled, Under antelope brush",2006-128,Capt,
45756f476d,23/04/2006,15:26,"JRB, KH",Rattlesnake,Capt,Sight,Yes,Den 06,3D diff,25,2.6,545,322932,5435288,Co01230406,"Rock outcrop, den ","Warm, Windy",0,22.4,19.3,,Yellow flowers,83.5,6.9,482,121,361,Male,Adult,NA,Trans blue,Yes,"Implant Lewis
was #33 2005",27/04/2006,11:27,"JRB, KH",4,At capture location,Basking,2006-13,Capt,
43604a3027,24/04/2006,16:02,"JRB, KH",Rattlesnake,Capt,Sight,Yes,"S side of rancher creek pine stand
",3D diff,30,2.5,357,322258,5435244,Co01240406,"Pine stand, boulder","Warm, Sunny",0,25.7,25.3,Implant,Blue flowers,72,6,375,114,261,Male,Adult,NA,Trans blue,Yes,"implant Mr. Wick, Was f.y.,  Mr. Wick
",27/04/2006,15:00,"JRB, KH",3,At capture location,"Coiled, beside rock",2006-14,Capt,
4530185717,13/04/2006,12:15,JRB,Rattlesnake,Capt,Sight,Yes,"RC den, base of slide",,,,,322479,5435557,,"Rock outcrop, den","Warm, Overcast",100,,,,"60,s",72,6,357,94,263,Male,Arult,NA,Trans blue,Yes,"Implant divola, Was f-lt b-dc",19/04/2006,16:42,JRB,6,At capture location,Basking,2006-2,Capt,
43050c311c,6/5/2006,10:58,"JRB, KH",Rattlesnake,Capt,Sound,Yes,Central High desert,3D diff,50,3.3,334,321685,5435245,Co02060506,"Shrub-steppe, antelope brush","Warm, Sunny",50,,,,Pink A,,,419,132,287,Male,Adult,NA,Trans blue,Yes,Implant,10/5/2006,12:51,"KH, LG",4,At capture location,On the move,2006-26,Capt,
430348253e,13/04/2006,12:16,JRB,Rattlesnake,Capt,Sight,Yes,"RC den, squina rock",,,,,322479,5435557,,"Rock outcrop, den","Warm, Overcast",100,,,,Yellow flowers,68.5,5.8,348,121,227,Male,Adult,,Trans blue,Yes,"Implant Newman, Was r-y-y",19/04/2006,16:42,JRB,6,At capture location,Basking,2006-3,Capt,
44625a065d,13/04/2006,12:55,JRB,Rattlesnake,Capt,Sight,Yes,Den 05,,,,,321964,5435900,,"Rock outcrop, den","Warm, Overcast",100,,,,Beige flowers,70,6.5,396,131,265,Male,Adult,NA,Trans blue,Yes,"Implant Locke  was f-bb-bb, approx 20 snakes basking",19/04/2006,18:07,JRB,6,At capture location,Basking,2006-4,Capt,
457e305101,13/04/2006,12:55,JRB,Rattlesnake,Capt,Sight,Yes,Den 05,3D gps,,,,321964,5435900,,"Rock outcrop, den","Warm, Overcast",100,,,,White flowers,73.5,6.5,378,108,270,Male,Adult,NA,Trans blue,Yes,"Implant Mr. Eko, was fy, rec 55 from last spring",19/04/2006,18:08,JRB,6,At capture location,Basking,2006-5,Capt,
456608626b,15/04/2006,14:25,JRB,Rattlesnake,Capt,Sight,Yes,Den 25,,,,,320994,5436661,,"Rock outcrop, den","Overcast, Cool",100,,,,White w yellow flowers,81,7.2,433,96,337,Male,Adult,NA,Trans blue,Yes,"Implant cleveland, was fy-tb-cg",20/04/2006,16:03,JRB,5,"Approx 25 snakes out, and 5 gophers at this site, At capture location",Basking,2006-7,Capt,
457b610d7b,15/04/2006,14:25,JRB,Rattlesnake,Capt,Sight,No,Den 25,,,,,320994,5436661,,"Rock outcrop, den","Overcast, Cool",100,,,,White w blue/green flowers,74,6.3,357,107,250,Male,Adult,NA,Trans blue,Yes,"Implant, stewie",22/04/2006,16:03,JRB,7,At capture location,Basking,2006-8,Capt,
445c6a0919,8/6/2006,13:14,CG staff,Rattlesnake,Capt,,Yes,Campground,3D diff,250,2.7,285,321399,5434664,Co01080606,"CG, beach","Warm, Sunny, Cloudy",75,,,,White plaid,,6,312,82,230,Male,Adult,NA,Trans blue,Yes,Translocate 315m.,11/6/2006,16:26,"KH, LG",3,E321636 N5434874 ER3.4,,2006-83,Capt,
4559172e1a,20/04/2006,15:34,JRB,Rattlesnake,Capt,Sight,No,"Den 22, beside zaph",,,,,321131,5436253,,Rock outcrop,"Warm, Sunny",50,,,,White w g/p flowers,68.5,6.2,381,108,273,Male,Adult,NA,Trans blue,Yes,"Implant, Homer",26/04/2006,14:33,"JRB, KH",6,At capture location. Den 22,Basking,2006-9,Capt,
452f3f6e04,4/8/2006,11:58,GC staff,Rattlesnake,,,Yes,1st tee,,,7,338,322262,5434694,032 (Etrex),GC,"Warm, Sunny",25,,,Lindsay took home good GPS. Usjng Etrex. Waypoint 032.,White with blue flowers,,6.2,474,112,362,Male,Adult,NA,Trans blue,,Very large. Rattle paint broken off. Trans 551m.,6/8/2006,15:17,KH,2,E322161. N5435241. A7.0 (Etrex),,2006-177,Capt,
445c6a0919,4/8/2006,11:11,"KH, LG",Rattlesnake,,Sight,Yes,N.E of.F.sites,3D diff,50,3.7,304,321514,5435085,3075040806,"Shrub-steppe, dead Antelope brush",,,29.4,,,,,,,,,,,,Trans blue Fiesta yellow,,Coiled with Ventura,,,,,,"Coiled, Under antelope brush",2006-176,06recap,
445c6a0919,20/06/2006,17:14,"KH, LG",Rattlesnake,06recap,Sight,Yes,East of CG store,3D diff,75,3.8,301,321595,5434795,3263200606,"Shrub-steppe, Rock pile","Cool, Cloudy",75,26.7,26,Less than 5m from fence. Found with locke,,,,,,,Male,Adult,NA,"Trans blue, Fiesta yellow",,,,,,,Sighting only,"Coiled, On rock",2006-96,06recap,
430f79466a,30/07/2006,10:04,"KH, LG",Rattlesnake,Capt,Sound,Yes,E of washroom 4,3D diff,100,4.3,303,321350,5435393,Co01300706,"Shrub-steppe, fence","Cool, Cloudy",75,23.2,,Human side.,White w yellow flowers,,6,340,107,233,Male,Adult,NA,"Trans blue, white, green, red.",Yes,Trans 50 m across fence,31/07/2006,9:00,"KH, LG",1,E321401. N5435403. A2.4.,Working fence,2006-169,Capt,
43133b161b,28/07/2006,8:49,"KH, LG",Rattlesnake,Capt,Sight,Yes,CG E of low F sites,3D diff,50,3.7,290,321477,5434996,3473280706,"Shrub-steppe, Antelope brush","Warm, Sunny, Smokey",50,22.5,,Coiled w Mr. Wick.,"Pink, blue, green",,3.8,289,102,187,Female,Adult,,"White, Yellow, Yellow",Yes,Trans 50m across fence.,30/07/2006,10:43,"KH, LG",2,E321538. N5435030. A4.1.,"Coiled, Under antelope brush",2006-163,Capt,
43043e3a35,18/07/2006,9:06,"KH, LG",Rattlesnake,Capt,Sound,No,Rock pile E of CG store,3D diff,75,4.9,300,321573,5434839,Co02180706,"Shrub-steppe, Rock pile","Warm, Sunny, Windy",0,23.1,,Had 2 PITT tags.  This one and dead one (4305174150) removed during transmitter surgery.  Now 464E792E50,Yellow,,6.1,466,152,314,Male,Adult,NA,"Yellow, Red, Yellow",Yes,Blood taken. Paint broken off. Repainted,20/07/2006,17:37,"KH, LG",2,At capture location,"Coiled, Under rabbit brush",2006-142,Capt,
