PIT_TAG_#,DATE,TIME,RESEARCHER,RECAPTURE,SPECIES,WEATHER,CLOUD_COVE,WIND,AIR_TEMP,GROUND_TEM,BEHAVIOUR,MACRO_HABI,MICRO_HABI,LOCATION,EASTING,NORTHING,DEN_SITE,COMMENTS,PILLOW_CAS,SVL,VTL,S+B,BAG,MASS,SEX,AGE_CLASS,GRAVID,PHOTO_#,REL_DATE,REL_TIME,REL_RESEAR,REL_LOCATI,DAYS_IN_CA
485f450657,7/6/2014,18:20:01,CG Staff,TRUE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,CG staff sites,321523.1617,5434717.848,,new rattle. d-cream pt-purp roy-blue,43,69.4,5.5,346.0,84.0,262.0,Male,Adult,N/A,100-0049,7/10/2014,14:05,JRM & JMM,high desert,5
0a180d5f76,7/3/2014,10:11:35,CG Staff,FALSE,GOPHER SNAKE,,,,0.0,0.0,,CAMPGROUND,,CG washroom 4,321350.05,5435300.179,,temporary show snake,23,83.4,15.7,326.0,101.0,225.0,Male,Adult,N/A,100-0048,7/14/2014,12:20,JRM & JMM,high desert,11
0a180d5f4a,7/4/2014,14:45:29,JH,TRUE,GOPHER SNAKE,,,,0.0,0.0,,RESIDENTIAL/COMMERCIAL,under prickly bushes,in front of centre,322122.8345,5434896.235,,,30,83.0,12.0,310.0,129.0,181.0,Female,Adult,No,100-0045,7/7/2014,15:05,Other,above centre fence,3
0a180d5f51,7/8/2014,08:14:36,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,0/9,No wind,24.3,23.2,Coiled,GOLF COURSE,side cart path,behind 5 green,322341.0722,5434927.526,,caught thus year. one new rattle since,14,52.3,4.3,204.0,83.0,121.0,Male,Sub-Adult,N/A,100-0050,7/8/2014,8:25,JRM & JMM,same as capture,0
456a29484f,7/8/2014,09:07:29,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,0/9,Breeze,26.8,25.6,Moving,GOLF COURSE,open cheat grass,between hole 4 and 5,322473.1605,5434726.352,,"""Boston"" captured earlier at 7 teebox",36,74.1,5.4,370.0,71.0,299.0,Male,Adult,N/A,100-0052,7/8/2014,9:17,JRM & JMM,same as capture,0
too small,7/8/2014,10:44:43,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny,1/9,Breeze,29.0,27.8,Coiled,CONSTRUCTION SITE,open sand along fenc,S side temp dev fence,322742.4084,5434850.169,,too small to process,,0.0,0.0,0.0,0.0,0.0,,Baby,N/A,,7/8/2014,10:48,JRM & JMM,same as capture,0
0a180d5f68,7/5/2014,10:45:50,CG Staff,FALSE,GOPHER SNAKE,,,,0.0,0.0,,CAMPGROUND,,CG site 11 creekbed,321559.0467,5434686.076,,,7,72.5,11.6,274.0,112.0,162.0,Female,Adult,No,100-0047,7/7/2014,15:00,JRM & JMM,high desert,2
471e4c7926,7/10/2014,07:39:54,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,0/9,Slight wind,21.1,19.8,Moving,GOLF COURSE,under antrlope brush,beside green 5,322359.1949,5434866.275,,GEORDI,ab,72.1,5.8,454.0,103.0,351.0,Male,Adult,N/A,100-0053,7/10/2014,16:00,JRM & JMM,same as capture,1
4c165e5674,7/10/2014,07:55:30,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,0/9,Slight wind,22.9,22.8,Basking,GOLF COURSE,edge of antelope,along fairway 5,322375.9358,5434828.122,,,7,63.2,5.2,382.0,112.0,270.0,Male,Adult,N/A,100-0054,7/20/2014,10:00,JRM & JMM,same as capture,10
0a180d5f35,7/11/2014,08:46:38,JRM & JMM,FALSE,GOPHER SNAKE,Sunny,0/9,No wind,25.6,23.3,Moving,GOLF COURSE,open grass,adjacent fairway 2,322278.8294,5434934.032,,,77,69.0,10.7,210.0,82.0,128.0,Female,Adult,No,100-0056,7/11/2014,16:00,JRM & JMM,same as capture,0
0a180d5f3d,7/11/2014,08:59:31,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny,0/9,No wind,26.5,25.1,Coiled,GOLF COURSE,under antelope brush,teebox 3,322292.2827,5434922.651,,,34,46.5,3.0,232.0,114.0,118.0,Female,Sub-Adult,No,100-0055,7/11/2014,16:00,JRM & JMM,same as capture,0
sighting,7/14/2014,07:00:51,JRM & JMM,FALSE,GOPHER SNAKE,Cloudy,8/9,Breeze,24.4,23.5,Moving,GOLF COURSE,open grass,btwn fwy 1 & 3,322264.2797,5434781.379,,,,0.0,0.0,0.0,0.0,0.0,,Adult,,,7/14/2014,,,,0
0a180d6000,7/11/2014,20:00:16,JRM & JMM,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,,,,320977.3888,5435692.668,,,44,59.9,3.9,275.0,102.0,173.0,Female,Adult,No,100-0057,7/14/2014,12:15,JRM & JMM,high desert,3
0a180d5f6f,7/3/2014,08:37:38,CG Staff,FALSE,GOPHER SNAKE,,,,0.0,0.0,,CAMPGROUND,,,321349.1162,5435291.676,,,99,69.2,11.8,241.0,107.0,134.0,Female,Adult,No,100-0040,7/3/2014,,JRM & JMM,high desert,0
0a180d5f74,7/13/2014,21:00:15,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,,321495.7822,5434748.207,,old pit# 471166481a. sexed as male.,13,64.3,5.7,330.0,138.0,192.0,Male,Adult,N/A,100-0058,7/14/2014,12:15,JRM & JMM,high desert,0
0a180d5f36,7/15/2014,07:25:16,JRM & JMM,FALSE,N. P. RATTLESNAKE,,0/9,No wind,22.3,22.3,Coiled,GOLF COURSE,open grass,GC tee 4,322354.8106,5434764.343,,weather: clear sky before sunrise,99,57.4,3.3,293.0,121.0,172.0,Female,Adult,No,100-0059,7/15/2014,7:45,JRM & JMM,same as capture,0
0a180d6005,7/15/2014,08:00:38,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,0/9,No wind,24.9,22.7,Coiled,GOLF COURSE,open sand,GC tee 4,322351.8977,5434787.009,,,43,48.7,3.4,192.0,84.0,0.0,Female,Sub-Adult,No,100-0060,7/15/2014,8:09,JRM & JMM,same as capture,0
0a180d5f6c,7/17/2014,06:49:42,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny,1/9,Breeze,24.1,23.1,Coiled,CAMPGROUND,beside antelopebrush,above store beside path,321508.9523,5434786.988,,,79,65.3,5.3,300.0,99.0,201.0,Male,Adult,N/A,100-0061,7/24/2014,14:20,JRM & JMM,high desert,7
0a180d5f62,7/17/2014,10:30:01,JRM & JMM,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,SHRUB STEPPE,in big pit house,,321983.1676,5435375.044,village,,30,60.1,4.5,263.0,127.0,136.0,Male,Sub-Adult,N/A,100-0062,7/17/2014,14:47,JRM & JMM,near village,0
0a180d5f57,6/29/2014,07:31:40,Other,TRUE,GOPHER SNAKE,,,,0.0,0.0,,RESIDENTIAL/COMMERCIAL,,spirit ridge hotel,322152.9604,5434710.861,,not processed b/c caught a week ago,,0.0,0.0,0.0,0.0,0.0,Female,Adult,No,,6/29/2014,15:30,JRM & JMM,high desert,0
0a13677577,7/19/2014,09:06:21,JRM & JMM,FALSE,N. P. RATTLESNAKE,Cloudy,8/9,No wind,24.1,24.3,Coiled,GOLF COURSE,under rabbit brush,next to 6 fairway,322538.9223,5434933.538,,,13,50.3,4.4,256.0,138.0,118.0,Male,Sub-Adult,N/A,100-0063,7/19/2014,9:17,JRM & JMM,same as capture,0
4c132c3146,7/22/2014,12:33:31,JRM & JMM,TRUE,N. P. RATTLESNAKE,Cloudy,9/9,Breeze,24.6,26.0,Coiled,SHRUB STEPPE,open grass,high desert near CG,321679.3612,5435074.692,,very defensive. lunged being captured,8,60.5,5.8,268.0,79.0,189.0,Male,Adult,N/A,100-0064,7/22/2014,12:51,JRM & JMM,same as  capture,0
0a180d5f7e,7/22/2014,09:15:49,CG Staff,FALSE,GOPHER SNAKE,,,,0.0,0.0,,CAMPGROUND,gravel road,CG site 238,321226.2623,5435427.003,,,7,78.0,13.0,227.0,113.0,114.0,Male,Adult,N/A,100-0068,7/22/2014,17:00,JRM & JMM,village,0
0a1367756a,7/22/2014,16:49:50,JRM & JMM,TRUE,N. P. RATTLESNAKE,Cloudy,9/9,Breeze,23.1,23.6,Moving,SHRUB STEPPE,grass,below firepit,322103.2699,5435001.553,,no proces. captured couple weeks ago,43,0.0,0.0,0.0,0.0,0.0,Female,Adult,No,same as capture,7/23/2014,16:30,JRM & JMM,same as capture,1
0a180d600b,7/20/2014,11:25:52,Interpreters,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,Other,OTHER,pit house rafters,big pit house,321977.1676,5435376.853,,behaviour: climbing,ps i love you,56.6,3.5,254.0,104.0,150.0,Female,Sub-Adult,No,100-0069,7/22/2014,17:00,JRM & JMM,west of pit house,1
0a13677555,7/21/2014,00:00:00,CG Staff,TRUE,GOPHER SNAKE,,,,0.0,0.0,,CAMPGROUND,,CG SNAKE BOX,321455.4018,5434454.491,,no capture site info provided,26,89.7,13.3,297.0,100.0,197.0,Female,Adult,No,100-0066,7/22/2014,16:45,JRM & JMM,high desert,1
4c133b3242,7/21/2014,00:00:00,CG Staff,TRUE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,CG SNAKE BOX,321455.5218,5434453.816,,"""BAJORAN""",36,74.5,5.9,370.0,72.0,298.0,Male,Adult,N/A,100-0065,7/22/2014,16:45,JRM & JMM,high desert,1
0a180d5f70,7/21/2014,00:00:00,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,CG SNAKE BOX,321455.9848,5434453.037,,,44,61.5,5.4,262.0,103.0,159.0,Male,Adult,N/A,100-0070,7/22/2014,16:45,JRM & JMM,high desert,1
0a180d5f3c,7/21/2014,00:00:00,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,CG SNAKE BOX,321456.0236,5434452.776,,,23,60.1,5.0,294.0,101.0,193.0,Male,Adult,N/A,100-0071,7/23/2014,,,,0
too small,7/22/2014,17:00:45,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,staff trailers,321518.4354,5434711.446,,,77,0.0,0.0,0.0,0.0,0.0,,Baby,N/A,,7/22/2014,17:50,JRM & JMM,high desert,0
too small,7/22/2014,16:44:14,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,site 6,321589.1012,5434644.51,,,14,0.0,0.0,0.0,0.0,0.0,,Baby,N/A,,7/22/2014,17:50,JRM & JMM,high desert,0
4a1e1e2067,7/23/2014,10:22:05,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,6/9,Breeze,24.4,25.0,Coiled,CONSTRUCTION SITE,under rock,btwn houses & sub stn,322671.5022,5434767.513,,BURROWS Not processed poss about to mate,13,0.0,0.0,0.0,0.0,0.0,Male,Adult,,,7/23/2014,10:25,JRM & JMM,same as capture,0
0a13677609,7/23/2014,10:23:32,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,6/9,Breeze,24.3,25.0,Coiled,CONSTRUCTION SITE,under rock,btwn houses & sub stn,322689.7243,5434673.238,,not processed poss about to mate,34,0.0,0.0,0.0,0.0,0.0,Female,Adult,No,,7/23/2014,10:25,JRM & JMM,same as capture,0
0a1367754a,7/23/2014,17:19:00,JRM & JMM,FALSE,N. P. RATTLESNAKE,Cloudy,8/9,Breeze,0.0,0.0,Coiled,OTHER,in sweatlodge,village,321971.568,5435362.526,,reported by visitors,99,62.8,4.8,293.0,118.0,175.0,Male,Adult,N/A,100-0072,7/23/2014,14:00,JRM & JMM,behind sweat lodge,8
sighting,7/25/2014,09:47:42,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,3/9,No wind,22.3,22.0,Eating,CONSTRUCTION SITE,open grass,near gate at dev site entrance,322626.7874,5434543.458,,did not capture because eating.had paint,,0.0,0.0,0.0,0.0,0.0,,,,,7/25/2014,,,,0
too small,7/25/2014,11:15:40,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny,3/9,Breeze,25.6,26.1,Basking,CONSTRUCTION SITE,on boulder,5m outside of N fence,322736.8026,5434863.763,,not captured,,0.0,0.0,0.0,0.0,0.0,,,,,7/25/2014,,,,0
0a180d6001,7/25/2014,12:11:42,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,2/9,Breeze,0.0,0.0,Coiled,GOLF COURSE,under sagebrush,along 6th fairway,322512.4659,5435018.976,,new rattle since first capture.,ps i love you,56.7,4.9,243.0,103.0,140.0,Male,Adult,N/A,none,7/25/2014,12:30,JRM & JMM,same as capture,0
too small,7/22/2014,19:41:37,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,near garbage bin,beside washroom #3,321458.9713,5434837.966,,,,0.0,0.0,0.0,0.0,0.0,,Baby,,,7/23/2014,17:00,JRM & JMM,riparian,1
0a180d6003,7/28/2014,08:15:52,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny,0/9,No wind,21.7,22.0,Basking,CONSTRUCTION SITE,open sand,near dsite entrance,322627.4031,5434546.468,,found near sighted juv rattlesnake,8,62.0,5.1,284.0,90.0,194.0,Male,Adult,N/A,100-0073,7/28/2014,,,,0
sighting,7/28/2014,08:55:47,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny,0/9,No wind,21.7,22.0,Moving,CONSTRUCTION SITE,antelopebrush,near dsite entrance,322627.6195,5434544.15,,found near captured RS,,0.0,0.0,0.0,0.0,0.0,,Juvenile,,,7/28/2014,,,,0
0a1367755c,7/30/2014,08:04:45,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,0/9,No wind,22.0,21.4,Coiled,CONSTRUCTION SITE,on rock,beside dev site snake fence,322634.931,5434842.806,,caught just before sunrise. has shed,43,52.3,3.9,195.0,83.0,112.0,Male,Sub-Adult,N/A,100-0089,7/30/2014,8:16,JRM & JMM,same as capture,0
0a13677607,7/31/2014,10:07:08,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,0/9,No wind,26.8,26.3,Moving,GOLF COURSE,cart path,tee box 3,322300.5304,5434896.378,,fed a mouse in captivity,77,68.8,6.0,329.0,81.0,248.0,Male,Adult,N/A,100-0119,8/12/2014,19:59,JRM & JMM,same as capture,13
484c612177,8/3/2014,09:28:14,CG Staff,TRUE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,site c110,321820.9156,5434426.473,,1 new rattle since last capture,44,56.0,4.6,281.0,102.0,179.0,Female,Adult,No,100-0094,8/3/2014,15:50,JRM & JMM,high desert,1
0a180d5f4a,8/4/2014,10:00:13,Interpreters,TRUE,GOPHER SNAKE,,,,0.0,0.0,,RESIDENTIAL/COMMERCIAL,open road,between center and resort,322130.0365,5434853.649,,,79,80.1,14.0,309.0,98.0,211.0,Female,Adult,No,100-0095,8/4/2014,15:40,JRM & JMM,other side snake fen,0
too small,8/4/2014,10:00:32,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,site c150,321802.9431,5434420.94,,,,0.0,0.0,0.0,0.0,0.0,,,N/A,,8/4/2014,14:00,JRM & JMM,high desert,0
0a13677555,8/2/2014,09:50:01,CG Staff,TRUE,GOPHER SNAKE,,,,0.0,0.0,,CAMPGROUND,,site 7,321574.5107,5434642.095,,3rd time captured not processed,,0.0,0.0,0.0,0.0,0.0,Female,Adult,No,,8/4/2014,14:30,JRM & JMM,high desert,2
0a180d5f32,7/29/2014,08:45:02,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,path above store,321504.5967,5434771.8,,1 new rattle since last capture,ps i love you,54.2,3.8,270.0,105.0,165.0,Female,Adult,No,100-0093,8/4/2014,16:10,JRM & JMM,hgh desert,7
0a180d5f6c,7/29/2014,09:00:49,CG Staff,TRUE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,path above store,321504.1501,5434771.352,,,7,63.4,5.5,305.0,113.0,192.0,Male,Adult,N/A,100-0092,8/4/2014,16:10,JRM & JMM,high desert,7
0a180d5f52,7/29/2014,09:15:37,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,path above store,321504.9567,5434772.156,,,,52.4,2.9,214.0,84.0,130.0,Female,Sub-Adult,No,100-0091,8/4/2014,16:10,JRM & JMM,high desert,7
46566c1407,8/5/2014,09:39:56,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,0/9,Breeze,28.5,26.4,Basking,GOLF COURSE,open sand,along 5th fairway,322378.9179,5434829.087,,"""Vader""",8,68.9,5.9,348.0,78.0,270.0,Male,Adult,N/A,100-0096,8/5/2014,,,,0
4c3c0b7f09,8/6/2014,08:26:25,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny/Cloudy,6/9,No wind,25.3,24.3,Coiled,SHRUB STEPPE,under rabbitbrush,btwn barbed fence and sub stn,322778.5165,5434608.224,,,43,42.2,3.0,150.0,83.0,67.0,Male,Juvenile,N/A,100-0097,8/6/2014,8:47,JRM & JMM,same as capture,0
4c3b376c0f,8/6/2014,20:48:02,JRM & JMM,FALSE,GOPHER SNAKE,,0/9,Breeze,27.8,27.1,Coiled,CONSTRUCTION SITE,open grass,inside snake fence,322595.4128,5434772.015,,after sunset,ps i love you,78.2,12.5,254.0,104.0,150.0,Female,Adult,No,100-0099,8/6/2014,,,,0
0a180d5f34,8/6/2014,21:01:15,JRM & JMM,FALSE,N. P. RATTLESNAKE,,0/9,Breeze,27.6,26.0,Coiled,CONSTRUCTION SITE,sand beside weeds,btwn fence & fwy 7,322600.3506,5434734.59,,weather: after sunset,28,44.6,2.9,189.0,109.0,80.0,Female,Juvenile,No,100-0102,8/6/2014,,,,0
47241f5a64,8/7/2014,20:30:59,JRM & JMM,TRUE,N. P. RATTLESNAKE,Cloudy,5/9,Slight wind,26.5,25.6,Coiled,GOLF COURSE,under antlopebrush,by teebox 6,322362.8623,5434922.699,,near 2 other rattlesnakes.,36,65.5,4.1,244.0,72.0,172.0,Female,Adult,No,100-0107,8/7/2014,20:33,JRM & JMM,same as capture,0
4a4e116d36,8/7/2014,20:35:23,JRM & JMM,FALSE,N. P. RATTLESNAKE,Cloudy,5/9,Slight wind,26.4,25.6,Moving,GOLF COURSE,up in antelope,near teebox 6,322368.7556,5434924.966,,near 2 rattlers,23,57.7,5.1,237.0,101.0,136.0,Male,Adult,N/A,100-0106,8/8/2014,15:00,JRM & JMM,same as capture,1
4c3d426d05,8/7/2014,20:38:19,JRM & JMM,FALSE,N. P. RATTLESNAKE,Cloudy,5/9,Slight wind,26.5,25.6,Coiled,GOLF COURSE,within tall grass,near teebox 6,322355.8437,5434927.208,,near 2 other snakes,99,57.8,3.7,290.0,118.0,172.0,Female,Adult,No,100-0104,8/7/2014,15:30,JRM & JMM,same as capture,1
4c3b61780d,8/7/2014,21:01:00,JRM & JMM,TRUE,N. P. RATTLESNAKE,Cloudy,5/9,Slight wind,26.8,26.1,Moving,GOLF COURSE,beside cart path,near 6 tee box,322393.1422,5434920.005,,,7,55.8,5.2,285.0,112.0,173.0,Male,Adult,N/A,100-0105,8/8/2014,15:30,JRM & JMM,same as capture,1
0a13677577,8/8/2014,09:36:08,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,4/9,Breeze,22.9,22.8,Basking,CONSTRUCTION SITE,grass near sagebrush,north dev site fence,322656.307,5434875.119,,not processed. has not shed,30,0.0,0.0,0.0,0.0,0.0,Male,Sub-Adult,N/A,,8/8/2014,9:35,JRM & JMM,same as capture,0
0a180d6006,8/8/2014,09:44:13,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,4/9,Breeze,22.9,22.8,Basking,CONSTRUCTION SITE,under antelopebrush,north dev site fence,322653.6748,5434875.755,,,30,52.8,3.0,254.0,128.0,126.0,Female,Adult,No,100-0103,8/8/2014,9;53,JRM & JMM,same as capture,0
4c3b480f50,8/8/2014,10:40:37,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,site 79,321363.2931,5434513.264,,,79,58.2,3.4,259.0,98.0,161.0,Female,Adult,No,100-0109,8/8/2014,15:00,JRM & JMM,high desert,0
too small,8/10/2014,13:20:35,Other,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CONSTRUCTION SITE,,phase 3 devsite b/w unit 12/13,322655.6607,5434772.997,,,ab,0.0,0.0,0.0,0.0,0.0,,Baby,N/A,,8/11/2014,13:00,JRM & JMM,outside fence,1
0a180d5f3a,8/11/2014,09:55:02,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,8/9,No wind,26.7,25.0,Coiled,GOLF COURSE,under antelopebrush,tee 5,322530.0305,5434685.671,,coiled with male,ps i love you,58.2,3.7,302.0,105.0,197.0,Female,Adult,No,100-0113,8/11/2014,12:50,JRM & JMM,same as Capture,0
0a180d5f39,8/11/2014,10:12:27,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny/Cloudy,7/9,No wind,26.7,25.0,Coiled,GOLF COURSE,antelopebrush,tee box 5,322529.5788,5434683.609,,next to female,43,49.5,4.5,225.0,84.0,141.0,Male,Sub-Adult,N/A,100-0116,8/11/2014,12:50,JRM & JMM,same as capture,0
0a180d600e,8/11/2014,10:46:08,JRM & JMM,TRUE,GOPHER SNAKE,Sunny/Cloudy,7/9,No wind,29.2,30.0,Moving,GOLF COURSE,cart path,3rd teebox,322293.2373,5434899.211,,,26,86.6,15.5,345.0,99.0,246.0,Male,Adult,N/A,100-0117,8/11/2014,12:45,JRM & JMM,same as capture,0
485e513965,8/11/2014,20:29:45,JRM & JMM,TRUE,N. P. RATTLESNAKE,Cloudy,9/9,No wind,24.1,25.6,Coiled,GOLF COURSE,under antelopebrush,edge 7th fairway,322652.5943,5434891.946,,,ab,62.9,5.3,332.0,113.0,219.0,Male,Adult,N/A,100-0122,8/11/2014,,,,0
4c3b6d7f5b,8/11/2014,21:17:28,JRM & JMM,FALSE,N. P. RATTLESNAKE,,,No wind,25.3,27.6,Moving,RESIDENTIAL/COMMERCIAL,road surface,on fairview drive,322433.8881,5434452.968,,after dark,43,67.1,4.1,340.0,85.0,255.0,Female,Adult,No,100-0123,8/14/2014,10:40,JRM & JMM,shrubd off road,3
0a180d5f48,8/8/2014,18:45:16,CG Staff,TRUE,GOPHER SNAKE,,,,0.0,0.0,,CAMPGROUND,,north washroom,321347.9582,5435310.43,,,7,85.0,14.7,342.0,113.0,229.0,Male,Adult,N/A,100-0120,8/12/2014,11:30,JRM & JMM,village,4
0a180d5f33,8/12/2014,08:19:29,JRM & JMM,FALSE,GOPHER SNAKE,Cloudy,9/9,No wind,22.3,23.3,Basking,SHRUB STEPPE,beside fence,above sub stn,322777.4861,5434610.022,,healed lacerations on neck,36,103.5,16.5,485.0,71.0,414.0,Male,Adult,N/A,100-0118,8/12/2014,8:35,JRM & JMM,same as capture,0
4c3c7f3948,8/13/2014,08:50:49,Interpreters,FALSE,GOPHER SNAKE,,,,0.0,0.0,Basking,PINE STAND,on interp trail,north bench,322239.3384,5435313.265,,,77,58.2,10.7,149.0,81.0,68.0,Male,Juvenile,N/A,100-0127,8/13/2014,14:38,JRM & JMM,same as capture,0
too small,8/13/2014,19:03:39,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,site 121,321471.8517,5434777.12,,,26,0.0,0.0,0.0,0.0,0.0,,Baby,N/A,,8/14/2014,8:00,JRM & JMM,riparian,0
0a180d5f44,8/14/2014,11:04:20,JRM & JMM,FALSE,N. P. RATTLESNAKE,Cloudy,9/9,No wind,0.0,0.0,Moving,SHRUB STEPPE,ope grass and sand,b/w substation and highway,322745.7805,5434516.924,,,ab,47.7,3.1,156.0,104.0,52.0,Male,Juvenile,N/A,100-0129,8/14/2014,11:20,JRM & JMM,same as capture,0
4c133d547d,8/8/2014,10:45:56,CG Staff,TRUE,N. P. RATTLESNAKE,,,,0.0,0.0,,SHRUB STEPPE,gravel road,gate on pumphouse road,321862.3773,5434743.781,,,13,61.0,4.0,302.0,137.0,165.0,Female,Adult,No,100-0112,8/8/2014,15:00,JRM & JMM,high desert,0
too small,8/15/2014,06:50:29,JRM & JMM,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,CG site 189,321340.8351,5435268.976,,,13,0.0,0.0,0.0,0.0,0.0,,Baby,,,8/15/2014,7:00,JRM & JMM,lower riparian,0
471e4c7926,8/15/2014,07:37:12,JRM & JMM,TRUE,N. P. RATTLESNAKE,Drizzle,9/9,No wind,18.8,19.6,Coiled,GOLF COURSE,open grass,btwn fwy 3 and 5,322354.8801,5434850.085,,GEORDI recently caught&hasnt shed,23,0.0,0.0,0.0,0.0,0.0,Male,Adult,N/A,,8/15/2014,7:38,JRM & JMM,same as capture,0
4c3b656c65,8/15/2014,08:06:59,JRM & JMM,FALSE,N. P. RATTLESNAKE,Slight Rain,9/9,No wind,17.3,18.8,Coiled,CONSTRUCTION SITE,sand by fence,inside d site fence,322657.1097,5434860.14,,,7,51.4,3.0,233.0,120.0,113.0,Female,Adult,No,100-0130,8/15/2014,8:20,JRM & JMM,north of dev site,0
4c3c4c517c,8/15/2014,08:46:41,JRM & JMM,FALSE,GOPHER SNAKE,Drizzle,9/9,No wind,18.0,19.6,Coiled,SHRUB STEPPE,tall grass,above sub stn,322773.0292,5434640.923,,,13,62.1,11.7,240.0,148.0,108.0,Male,Sub-Adult,N/A,100-0132,8/15/2014,9:00,JRM & JMM,same as Capture,0
0a180d5f35,8/19/2014,07:47:38,JRM & JMM,TRUE,GOPHER SNAKE,Cloudy,9/9,No wind,23.6,23.6,Coiled,GOLF COURSE,under sagebrush,btwn fwy 5 and 3,322325.1846,5434900.299,,,ps i love you,73.0,12.0,273.0,104.0,169.0,Female,Adult,No,100-0133,8/19/2014,7:55,JRM & JMM,same as capture,0
456a29484f,8/19/2014,08:13:52,JRM & JMM,TRUE,N. P. RATTLESNAKE,Cloudy,9/9,No wind,25.1,25.6,Coiled,GOLF COURSE,under antelopebrush,tee 6,322386.2572,5434925.199,,BOSTON shedding not processed recent cap,8,0.0,0.0,0.0,0.0,0.0,Male,Adult,No,,8/19/2014,8:14,JRM & JMM,same as capture,0
too small,8/19/2014,08:48:57,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny/Cloudy,9/9,Breeze,25.2,25.6,Coiled,GOLF COURSE,under antelopebrush,fwy 5,322478.2191,5434812.661,,,99,0.0,0.0,150.0,128.0,22.0,,Baby,N/A,,8/19/2014,8:49,JRM & JMM,same as capture,0
0a180d5f41,8/19/2014,09:34:54,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny/Cloudy,7/9,No wind,30.3,31.0,Basking,GOLF COURSE,up in antelopebrush,5th tee Box,322524.7788,5434644.385,,next to Lou. going to mate?,99,51.6,3.1,253.0,119.0,134.0,Female,Adult,No,100-0134,8/19/2014,9:47,JRM & JMM,same as capture,0
sighting,8/19/2014,11:29:26,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny,5/9,Breeze,35.3,35.1,Coiled,CONSTRUCTION SITE,under Boulder,just n of dev site,322690.7758,5434882.796,,sighting,,0.0,0.0,0.0,0.0,0.0,,Adult,,,8/19/2014,,,,0
too small,8/20/2014,09:38:26,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny/Cloudy,5/9,Strong wind,25.6,25.5,Coiled,CONSTRUCTION SITE,under sagebrush,btwn fwy 7 and dev site,322600.7604,5434789.556,,sighting,,0.0,0.0,0.0,0.0,0.0,,Baby,,,8/20/2014,,,,0
