PIT Tag #,Date,Time,Researcher,Spp,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Type,Distance to buildings,Distance to road,Direction to building,Direction to road
Juvenile,21/07/2010,08:16:00 PM,"ARB, EVL, SL",Rattlesnake,,Sound,No,"drift fence, Golf Course, border of  7th fairway",3D diff,114,4.7,393,322672,5434953,CO138,"Shrub-steppe, Rabbit brush touching fairway","Eve/Dusk, Cool",02/09/11,28.7,27.6,,30,30.9,2.1,148,133,15,,Juvenile,,"Orange, Daisy cream",YES,,26/07/2010,08:24:00 AM,"ARB, EVL, SL",5,At capture location,Under rabbit brush,2010-138,Capt,50,50,S,S
Neonate,22/07/2010,09:20:00 AM,BS,Rattlesnake,,,No,"Desert Centre, near pond",3D diff,158,4.4,332,322110,5434954,CO139,"Desert centre, tall grass, plant, rocks",Cloudy,07/09/11,24.4,22.8,,34,25.8,2.2,127,116,11,,Neonate,No,Orange,YES,,22/07/2010,04:30:00 PM,"EVL, ARB, SL",,"Gully above osprey nest

4.9

10

wpt 134",,2010-139,Capt,<10,<10,S,S
Juvenile,22/07/2010,10:00:00 AM,CG staff,Rattlesnake,,,No,"CG, site 233",3D diff,3,2.3,289,321245,5435403,CO140,,,,,,,25,31.25,1.7,107,91,16,,Juvenile,,"Orange, Pine Green",YES,,22/07/2010,05:06:00 PM,"ARB, EVL, SL",,"North end of camp, across fence",,2010-140,Capt,,,,
484E7A663C,23/07/2010,01:58:00 PM,JH,Rattlesnake,,Sight,No,"Golf Course 6th fairway, 2nd boulder",3D diff,,,,32,543,CO141,Shrub-steppe in golf course,,,,,,29,68.5,5.3,274,76,198,Male, Adult,NA,"Orange, Citrus green, Car pink",YES,,26/07/2010,12:56:00 PM,"ARB, EVL, SL",3,"Gulley north of gc

waypt 145 acc.:4.6 count: 61 elev:333 utm:322237  5434986",,2010-141,Capt,50,50,,
Sighting,23/07/2010,12:17:00 PM,"ARB, EVL",Rattlesnake,,Sight,No,Pile of rocks north of substation,3D diff,2,2,372,322692,5434674,CO142,"Shrub-steppe, Rock pile","Sunny, Warm, Windy",01/09/11,30.4,31.5,,,,,,,,,,,No paint,NO,Sighting,,,,,Sighting,Under rock,2010-142,Sight,10/01/50,<10,S,N
497F656E6F (sighting),23/07/2010,12:09:00 PM,"ARB, EVL",Rattlesnake,,Sight,Yes,Pile of rocks next to substation,3D diff,2,2.1,374,322692,5434675,CO143,"Shrub-steppe, Rock pile","Sunny, Warm, Windy",01/09/11,30.4,31.5,,,,,,,,Female,Adult,,"Orange, Red, Citrus green",NO,Sighting,,,,,Sighting,Under rock,2010-143,Sight,10/01/50,<10,S,N
4A254C6501,23/07/2010,11:31:00 AM,"ARB, EVL",Rattlesnake,,Sight,Yes,gc 6th green,3D diff,90,5,394,322638,5435070,CO144,"GC, Antelope brush","breeze, Warm, Sunny",01/09/11,29.7,28,,,,,,,,Male,Adult,NA,"Gold, Pt purple, Fiesta yellow",NO,"Sighting

attempted to capture",,,,,Sighting,Stretched out,2010-144,Sight,50,50,W,W
Neonate,22/07/2010,06:30:00 PM,CG staff,Rattlesnake,,Sight,No,Campground at bistro,3D diff,1,2.8,285,321427,5434802,CO145,,,,,,,2,25.8,1.7,103,92,11,,Neonate,NA,Orange,YES,,26/07/2010,12:14:00 PM,Bob,4,Village riparian,,2010-145,Capt,,,,
Neonate,23/07/2010,07:00:00 PM,CG staff,Rattlesnake,,,No,Campground site 5,3D diff,2,4.9,289,321593,5434645,co146,,,,,,,25,30.2,2.4,105,90,15,,Neonate,NA,Orange,YES,,28/07/2010,03:10:00 PM,"EVL, SL, TT",5,Village riparian,,2010-146,Capt,,,,
Neonate,23/07/2010,07:40:00 PM,CG staff,Rattlesnake,,Sight,No,Campground at store,3D diff,1,2.1,284,321483,5434723,co147,,,,,,,33,25.5,1.5,98,88,10,,Neonate,NA,Orange,YES,,26/07/2010,12:15:00 PM,Bob,3,Village riparian,,2010-147,Capt,,,,
Neonate,23/07/2010,08:15:00 PM,CG staff,Rattlesnake,,,,Campground site 224,3D diff,3,3.6,287,321312,5435339,Co148,,,,,,,3,25.2,1.8,139,124,15,,Neonate,NA,Orange,YES,,27/07/2010,02:32:00 PM,"ARB, EVL, SL, TT",4,Behind snake fence near capture location,,2010-148,Capt,,,,
45310C3822,23/07/2010,08:44:00 PM,CG staff,Rattlesnake,,,,Campground site 10,3D diff,1,3.1,281,321549,5434662,CO149,,,,,,,28,79,6.3,359,111,248,Male,Adult,NA,"Tango blue, Yellow (repainted)",YES,"Old trans. snake ""Derek""",26/07/2010,01:07:00 PM,"ARB, EVL, SL",3,"Behind snake fence, aligned with capt location",,2010-149,Capt,,,,
Juvenile,26/07/2010,02:51:00 PM,CG staff,Rattlesnake,,,,Campground,3D diff,,,,32,543,CO150,,,,,,,34,29.1,1.9,131,115,16,,Juvenile,No,"Orange, Red",YES,Too small to probe for gender,28/07/2010,03:10:00 PM,"EVL, SL, TT",2,Village riparian,,2010-150,Capt,,,,
1.79769E+308,26/07/2010,01:13:00 PM,CG staff,Rattlesnake,,,No,Campground,3D diff,,,,32,543,CO151,,,,,,,8,64.8,4.3,234,95,139,Female,Adult,No,"Orange, Citrus green, Blue bell",YES,,28/07/2010,03:10:00 PM," EVL, SL, TT",2,Village riparian,,2010-151,Capt,,,,
4A1D670868,27/07/2010,10:24:00 AM,"ARB, EVL, SL,TT",Rattlesnake,,Sight,Yes,Coverboard next to drift fence,3D diff,60,4.9,372,322619,5434814,CO152,"Shrub-steppe, coverboard","Warm, Thin Cirrus overcast",03/09/11,30.1,32.3,,13,45.5,2.8,171,108,63,Female,Sub Adult,No,"Orange, Red, Blue bell",YES,,28/07/2010,08:09:00 AM,"ARB, EVL, SL, TT",1,At capture location,"Coiled, Under coverboard",2010-152,2010recap,50,50,S,S
484A710B41,27/07/2010,09:01:00 AM,"ARB, EVL, SL,TT",Rattlesnake,,Sight,,Above north end of drift fence,3D diff,38,4.2,397,322770,5434873,CO153,"Shrub-steppe, Sagebrush","Thin Cirrus overcast, Sunny",02/09/11,28.6,29.2,,11,41.2,3,173,121,52,Female,Sub Adult,No,"Orange, Citrus green, Tango blue",YES,Too small to probe,28/07/2010,08:49:00 AM,"ARB, EVL, SL",1,At capture location,"Stretched out, Under sage brush",2010-153,Capt,50,50,S,S
Juvenile,28/07/2010,01:41:00 PM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,,,,32,543,CO154,CG,,,,,,16,33.3,2.5,137,98,39,Male,Juvenile,No,"Orange, Pt purple",YES,"Attempted to pit tag, tag came back out with needle.",30/07/2010,12:24:00 PM,"EVL , TT",2,"Mid desert, behind fence",,2010-154,Capt,,,,
471D52253E,28/07/2010,01:23:00 PM,Resort guest,Rattlesnake,,Sight,Yes,"Spirit Ridge, suite 123",3D diff,,,,32,543,CO155,Resort,,,,,,19,56.4,4.3,241,104,137,Female,"Adult, 4 new segments, repainted",No,"Citrus green, Royal blue, Pt purple",YES,,28/07/2010,03:17:00 PM,"EVL, SL, TT",,Gully above osprey nest,,2010-155,Capt,<10,,,
Neonate,28/07/2010,01:09:00 PM,MY,Rattlesnake,,Sight,Yes,Desert Centre smoking table,3D diff,242,3.6,326,322132,5434906,CO156,Desert centre,,,,,,22,26.9,1.7,116,102,14,,Neonate,NA,Orange,YES,Too small to probe for gender,28/07/2010,01:17:00 PM,"EVL, SL, TT",,Gully near osprey nest,,2010-156,2010recap,<10,10/01/50,N,S
484E1E7C4A,28/07/2010,08:33:00 AM,"ARB, EVL, SL,TT",Rattlesnake,,Sound,Yes,Drift fence wrong side,3D diff,100,1.9,387,322711,5434880,CO157,"Shrub-steppe, Long grass","Warm,  Sunny",0/9,25.7,23.7,,28,,4.9,221,111,110,Male,Adult,No,"Orange, Fiesta yellow, Car pink, new segment",YES,,29/07/2010,10:32:00 AM,"ARB, EVL, SL",1,At capture location but on right side of fence,On the move,2010-157,2010recap,50,50,S,S
485D400016,28/07/2010,08:14:00 AM,"ARB, EVL, SL,TT",Rattlesnake,,Sound,No,Next to 7th fairway,3D diff,2,2.1,374,322637,5434843,CO158,"Shrub-steppe next to golf course, Antelope brush and , Rabbit brush",Warm,0/9,24.4,27.2,,18,50.3,4.1,212,110,102,Male,Adult,No,"Orange, Citrus green,  aqua green",YES,,29/07/2010,10:35:00 AM,"ARB, EVL, SL",1,At capture location,"On the move, Under rabbit brush and, antelope brush",2010-158,Capt,50,,S,S
4462183A7A,27/07/2010,12:19:00 PM,CG staff,Rattlesnake,,,Yes,Campground,3D diff,,,,32,543,CO159,,,,,,,15,66.9,3.9,190,93,97,Female,Adult,No,"Fuchsia, Lt blue",YES,"Repainted, 6 new rattle segments, lt. blue original segment was probably button. ",30/07/2010,12:28:00 PM,"EVL, TT",3,Mid desert,,2010-159,Capt,,,,
43044C1500,28/07/2010,09:00:00 PM,CG staff,Rattlesnake,,,Yes,Campground,3D diff,,,,32,543,CO160,,,,,,,23,62.7,4.3,206,103,103,Female,Adult,No,"Red, Fiesta yellow, Royal blue",YES,,30/07/2010,12:27:00 PM,"EVL, TT",2,Mid desert,,2010-160,Capt,,,,
484B7D7C77,28/07/2010,09:39:00 PM,CG staff,Rattlesnake,,Sight,Yes,Campground,3D diff,,,,32,543,CO161,,,,,,,24,60.4,3.8,194,92,102,Female,Adult,No,"Daisy cream, Red, Lt blue",,,30/07/2010,12:25:00 PM,"EVL, TT",2,Mid desert,,2010-161,Capt,,,,
4A4F691147,29/07/2010,09:00:00 AM,"ARB,  SL,",Rattlesnake,,Sound,Yes,next to 5th fairway,3D diff,331,4.9,357,322412,5434815,CO162,"Shrub-steppe in golf course, Antelope brush","Sunny, Warm, ",0/9,28.9,26.3,,14,60.9,5.1,286,95,191,Male,Adult,NA,"Gold, Red, Blue bell",YES,Repainted ,30/07/2010,07:48:00 AM,"ARB, EVL, SL",1,At capture location,Basking,2010-162,Capt,50,50,W,W
47241F4C34,29/07/2010,08:35:00 PM,CG staff,Rattlesnake,,,Yes,CG pathway,3D diff,,,,32,543,CO163,,,,,,,21,62.3,3.7,230,102,128,Female,Adult,No,"Pine Green, Fiesta yellow, Red",YES,,04/08/10,02:41:00 PM, SL BE,6,Village riparian,,2010-163,Capt,,,,
484C612177,29/07/2010,08:34:00 PM,"ARB, EVL, TT",Rattlesnake,,Sound,,"near Kazan, desert above lenny's trailer",3D diff,35,4.9,337,321623,5435182,CO164,"Shrub-steppe, Antelope brush","Eve/Dusk, Warm",02/09/11,28.6,29.1,,13,50.1,4,203,106,97,Male,Adult,NA,"Orange, Citrus green, Red",YES,,30/07/2010,12:18:00 PM,"EVL, tt",1,At capture location,Under antelope brush,2010-164,Capt,50,50,W,W
484B735E7C,29/07/2010,08:33:00 PM,"ARB, EVL, TT",Rattlesnake,,Sound,,"Near Kazan, desert above lenny's trailer",3D diff,30,4.3,330,321629,5435187,CO165,"Shrub-steppe, Antelope brush","Eve/Dusk, , Warm",02/09/11,28.6,29.1,,29,57.5,5.3,202,78,124,Male,Adult,No,"Orange, Citrus green, Pt purple",YES,Was a neonate in 2006-button is painted green. 6 new segments,30/07/2010,12:18:00 PM,"EVL, TT",1,At capture location,Under antelope brush,2010-165,Capt,50,50,W,W
456D3E2A5D,02/08/10,01:30:00 PM,CG staff,Rattlesnake,,Sight,Yes,"""camp""",3D diff,,,,32,543,CO166,,,,,,,2,65.1,4.2,262,91,171,Female,Adult,No,"Citrus green, Tango blue, Car pink",YES,,04/08/10,02:40:00 PM,SL BE,2,Village riparian,,2010-166,Capt,,,,
Neonate,03/08/10,01:11:00 PM,CG staff,Rattlesnake,,,No,Campground,3D diff,,,,32,543,CO167,Cg,,,,,,5,25.8,2.3,144,131,13,,Neonate,NA,Orange,YES,,04/08/10,02:41:00 PM,"SL, BE",1,Village riparian,,2010-167,,,,,
Neonate,03/08/10,01:12:00 PM,CG staff,Rattlesnake,,,No,Campground,3D diff,,,,32,543,CO168,Cg,,,,,,31,28.1,2.4,122,110,12,,Neonate,NA,Orange,YES,,04/08/10,02:41:00 PM,"SL, BE",1,Village riparian,,2010-168,Capt,,,,
Juvenile,03/08/10,01:12:00 PM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,,,,32,543,CO168,Cg,,,,,,15,36.5,2.3,130,94,36,,Juvenile,NA,"Orange, Citrus green, Pt purple",YES,,04/08/10,02:41:00 PM,"SL, BE",1,Village riparian,,2010-169,Capt,,,,
Neonate,04/08/10,02:04:00 PM,"ARB, SL,",Rattlesnake,,Sight,No,"Spirit Ridge, Market",3D diff,3,3.2,331,322151,5434708,CO170,,,,,,,16,30.8,2.1,115,98,17,,Neonate,NA,Orange,YES,,06/08/10,07:55:00 AM,"ARB, EVL, SL",2,Gully above osprey nest,,2010-170,Capt,,,,
43602D1948 'Poseidon',05/08/10,10:42:00 AM,CG staff,Rattlesnake,,,,Campground site F-5,3D diff,10,3.3,277,321457,5434976,CO171,,,,,,,34,70.9,6.4,346,117,229,Male,Adult,NA,"Tango blue, Tango blue, Fiesta yellow",YES,"Repainted tail, 3 new segments",06/08/10,11:35:00 AM,"ARB, S L",1,"Up from V fence, Village riparian, under antelope brush",,2010-171,,,,,
4A1D591972 Sighting,06/08/10,09:28:00 AM,"ARB, EVL, SL,",Rattlesnake,,Sight,Yes,"near kazan, up from lennys trailer",3D diff,39,5,320,321573,5435270,CO172,"Shrub-steppe, Antelope brush and, Sagebrush and, Rabbit brush","Sunny, Warm, Smokey",07/09/11,29.2,27.4,,,,,,,,Female,Adult,NA,"Orange, Red, Fiesta yellow",NO,Unknown if gravid; sighting only,,,,,Sighting,Basking,2010-172,2010recap,50,50,W,W
Juvenile,06/08/10,09:14:00 AM,"ARB, EVL, SL,",Rattlesnake,,Sound,,Mid desert,3D diff,18,4.7,333,321675,5435263,CO173,"Shrub-steppe, Long grass and, Antelope brush","Sunny, Warm, hazy",05/09/11,29.3,28.4,,8,39.7,3.4,95,56,39,,Juvenile,,"Orange, Citrus green, Lt blue",YES,,09/08/10,01:00:00 PM,"EVL, ARB",3,At capture location,In open,2010-173,Capt,50,50,W,W
45773B206C,06/08/10,08:50:00 AM,"ARB, EVL, SL",Rattlesnake,,Sight,Yes,V-gate below village,3D diff,133,4.4,323,321997,5435269,CO174,"Riparian, Long grass","Hazy, Warm, Sunny",03/09/11,24.4,26.2,,19,65.6,3.4,222,105,117,Female,Adult,No,"Fiesta yellow, Daisy cream, Car pink",YES,,06/08/10,11:32:00 AM,"ARB,SL",,Same as last,"Stretched out or , On the move",2010-174,,50,50,S,S
484E1E7C4A,09/08/10,08:27:00 AM,"ARB, SL",Rattlesnake,,Sight,Yes,Middle of dev. site,3D diff,196,5,373,322651,5434794,CO175,"Shrub-steppe, Long grass","Sunny, Cloudy, Warm",04/09/11,23.9,23,,26,52.9,5.2,212,100,112,Male,Adult,NA,"Orange, Fiesta yellow, Car pink",NO,,10/08/10,10:12:00 AM,"EVL, ARB",1,At capture location,Basking,2010-175,Capt,50,50,S,S
433E06795F,09/08/10,09:00:00 AM,JH,Rattlesnake,,Sight,Yes,Golf Course between club house and hole#9 putting green.,3D diff,2,2.3,332,322273,5434671,CO176,,,,,,,32,73.1,6.8,417,104,313,Male,Adult,NA,"Red, Daisy cream, Car pink",YES,,09/08/10,11:29:00 AM,"ARB, SL",,Gully above osprey nest,,2010-176,Capt,,,,
Neonate,11/08/10,09:00:00 AM,,Rattlesnake,,,No,9th green,3D diff,2,2.5,335,322294,5434662,CO177,,,,,,,21,27.9,2.3,113,102,11,,Neonate,NA,Orange,YES,,12/08/10,05:31:00 PM,"ARB, EVL, SL",1,Gulley north of gc,,2010-177,Capt,,,,
Sight,12/08/10,09:52:00 AM,"ARB, EVL",Rattlesnake,,Sight,Yes,3feet from  6th fairway,3D diff,105,5,375,322545,5435033,CO178,Shrub-steppe in GC,"Sunny, Warm",01/09/11,24.6,23.6,,,,,,,,,,,"Orange, Pt purple",,,,,,,Sighting,Mating with Boston,2010-178,Sight,50,50,W,W
430F4A761F,12/08/10,04:15:00 PM,CG staff,Rattlesnake,,,Yes,Campground,3D diff,,,,32,543,CO179,,,,,,,23,60.3,4.4,301,103,198,Female,Adult,NA,"Red,  aqua green, Daisy cream",YES,,12/08/10,05:26:00 PM,"ARB, EVL, SL",,Village riparian,,2010-179,Capt,,,,
4559172E1A (Homer),13/08/2010,08:30:00 PM,CG staff,Rattlesnake,,Sight,Yes,Campground #227,3D diff,27,5,293,321241,5435379,CO180,,,,,,,13,74,6.3,338,108,230,Male,Adult,NA,,,"6 new rattles, painted cirus green, trans blue, trans blue",25/08/2010,02:36:00 PM,"ARB, SL",12,"Camp ground, up from site 31. wpt: CO180R. count:43 acc:4.3 elev:347 utm: 321827  5435438",,2010-180,Capt,,,,
Neonate,17/08/2010,02:55:00 PM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,,,,32,543,CO181,,,,,,,36,24.1,2,94,75,19,,Neonate,NA,Orange,YES,"Neonate , so can't probe for gender",18/08/2010,02:48:00 PM,"ARB, SL",1,Village riparian,,2010-181,Capt,,,,
485D147F58,17/08/2010,02:38:00 PM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,,,,32,543,CO182,,,,,,,8,71.8,5.7,308,95,213,Male,Adult,No,"Orange, Tango blue, Fuchsia",YES,,18/08/2010,02:48:00 PM,"ARB, SL",1,Village riparian,,2010-182,2010recap,,,,
485F450657,17/08/2010,02:04:00 PM,CG staff,Rattlesnake,,Sight,Yes,Campground,3D diff,,,,32,543,CO183,,,,,,,27,72.1,6.1,352,119,233,Male, Adult,NA,"Daisy cream, Pt purple, Royal blue",YES,"3 new rattle segments, repainted tail",18/08/2010,02:49:00 PM,"ARB, SL",1,Village riparian,,2010-183,Capt,,,,
45794B044E,17/08/2010,08:47:00 AM,"ARB, EVL,TT",Rattlesnake,,Sight,No,Gully south of den 6,3D diff,14,3.6,444,322837,5435107,CO184,"Shrub-steppe, Long grass and branches","Sunny, Hazy, Warm",07/09/11,23.9,21.6,,15,39.5,2.7,133,93,40,,"Juvenile, Sub Adult",No,"Orange, Citrus green, Royal blue",YES,,20/08/2010,09:00:00 AM,"EVL, SL",3,At capture location,On the move or  Basking,2010-184,Capt,50,50,W,W
4462264360,18/08/2010,09:09:00 AM,"ARB, EVL, SL,",Rattlesnake,,Sight,No,"Near village, west side of gully",3D diff,105,5,332,321995,5435172,CO185,"Riparian, sand Path","Hot, Sunny",0/9,26.2,27.5,,24,65.1,5,331,92,239,Male,Adult,NA,"Fuchsia, Lt blue, Fuchsia",YES,,19/08/2010,01:10:00 PM,ARB SL,1,At capture location,Coiled,2010-185,Capt,50,50,S,S
45692F7C50,18/08/2010,09:18:00 AM,"ARB, EVL, SL,",Rattlesnake,,Sight,No,"Near village, west side of gully",3D diff,165,4.1,325,322008,5435208,CO186,"Riparian,  gravel trail","Hot, Sunny",0/9,25.7,25.3,,17,56.4,4.7,229,102,127,Male,Adult,NA,"Orange, Tango blue, Blue bell",YES,,19/08/2010,01:26:00 PM,"ARB,  SL",1,At capture location,Stretched out,2010-186,Capt,50,50,N,S
4A4E044610,18/08/2010,09:09:00 AM,"ARB, EVL, SL,",Rattlesnake,,Sight,No,"Near village, west side of gully",3D diff,105,5,332,321995,5435172,CO187,"Riparian, sand Path","Hot, Sunny",0/9,26.2,27.5,,32,56.1,3.9,206,85,121,Female,Adult,No,"Orange, Tango blue, Lt blue",YES,"9 rattles, no button",19/08/2010,01:56:00 PM,"ARB,SL",1,At capture location,Coiled,2010-187,Capt,50,50,S,S
Sighting,18/08/2010,08:59:00 AM,"ARB, EVL, SL,",Rattlesnake,,Sound,Yes,"Near village, west side of gully",3D diff,102,4.3,333,321983,5435167,CO188,Riparian,"Sunny, Hot",0/9,26.2,28.2,,,,,,,,,Adult,,"Fuchsia, 

 Tango blue, Daisy cream",NO,2 new rattles,,,,,Sighting,"In long grass, basking",2010-188,Sight,50,50,S,S
4710432663,20/08/2010,01:31:00 PM,JH,Rattlesnake,,Sight,No,Big pine tree just before village,3D diff,42,4.3,330,322049,5435284,CO189,"Shrub-steppe, Pine stand, , Sagebrush",,,,,,7,62.5,4.9,311,112,199,Male,Adult,NA,"Orange, Tango blue,  aqua green",YES,,20/08/2010,02:01:00 PM,"JH, EVL",,At capture location,Coiled,2010-189,Capt,50,50,S,S
Neonate,22/08/2010,11:37:00 AM,Barb,Rattlesnake,,Sight,Yes,Below first bridge,3D diff,107,5,326,322152,5435024,CO190,Shrub-steppe,,,,,,31,28.9,2.3,119,108,11,,Neonate,NA,Orange,YES,,23/08/2010,06:00:00 PM,Barb,1,At capture location,,2010-190,2010recap,,,,
433E06795F,23/08/2010,04:30:00 PM,BE,Rattlesnake,,Sight,Yes,"#4 tee, gc, behind pop machine",3D diff,1,3.8,343,322544,5434586,CO191,,,,,,,21,79.4,5.8,396,101,295,Male,Adult,NA,"Red, Daisy cream, Car pink",NO,,24/08/2010,11:54:00 AM,"EVL, ARB",1,near capture location,,2010-191,Capt,,,,
Sighting,25/08/2010,10:43:00 AM,"ARB, EVL, SL",Rattlesnake,,Sight,No,N of 9th green,3D diff,3,2.4,336,322350,5435434647,CO192,"Shrub-steppe in gc, Antelope brush and sage","Sunny, Warm",0/9,27.7,25.6, approached missouri and he started head jerking/courting behavior and this snake wagged their tail side to side,,,,,,,,,,None,,4 or 5 rattles with button,,,,,Sighting,Mating/courting,2010-192,Sight,50,50,W,W
433E06795F,25/08/2010,07:30:00 PM,GC staff,Rattlesnake,,,Yes,"Pumphouse beside pop machine, hole #4",3D diff,5,2.8,350,322537,5434584,CO193,,,,,,,,,,,,,Male,Adult,NA,"Red, Daisy cream, Car pink",NO,"Was brought in already this week, no measurements taken",26/08/2010,01:15:00 PM,"ARB, EVL,",1,"In GC, shrub area west of 4th fairway",,2010-193,Capt,,,,
472378767D,25/08/2010,08:35:00 PM,CG staff,Rattlesnake,,,Yes,Campground site 227,3D diff,2,3.3,282,321237,5435382,CO194,,,,,,,5,67.8,4,281,129,152,Female,Adult,No,"Pine Green, Fiesta yellow, Royal blue",YES,"Potentially gravid

2 new rattle segments",26/08/2010,12:43:00 PM,"EVL, ARB",1,Village riparian,,2010-194,2010recap,,,,
Neonate,27/08/2010,05:30:00 PM,MY,Rattlesnake,,,,"Behind Lavender Building, Spirit Ridge",3D diff,1,5,325,322213,5434777,CO195,,,,,,,4,28.1,1.9,127,99,28,,Neonate,NA,Orange,YES,,31/08/2010,11:14:00 AM,"JH, ARB",4,Gully above osprey nest,,2010-195,2010recap,,,,
4C13320D37,28/08/2010,04:00:00 PM,RP,Rattlesnake,,,,In front of Spirit Ridge office.,3D diff,,,,32,543,CO196,,,,,,,18,50.8,3.5,246,110,136,Female,Adult,No,"Orange, Tango blue, Car pink",YES,,31/08/2010,11:14:00 AM,"ARB, JH",3,Gully above osprey nest,,2010-196,,,,,
Sighting,31/08/2010,11:20:00 AM,"JH, ARB",Rattlesnake,,Sight,Yes,Dirt road below 1st bridge,3D diff,62,5,319,322055,5435032,CO197,"Shrub-steppe, metal sheet","Overcast, Light showers",09/09/11,20.6,19.8,,,,,,,,,Adult,,"Citrus green, Fiesta yellow, Car pink",NO,,,,,,Sighting,Under metal sheet,2010-197,Sight,50,50,S,S
4C1335073A,01/09/10,10:32:00 AM,BS,Rattlesnake,,,,Entrance to CG near waterfall,3D diff,5,2.8,323,322153,5434639,CO198,CG,,,,,,13,66.6,3.9,356,108,248,Female,Adult,No,"Orange, Tango blue, Fiesta yellow",YES,,02/09/10,01:00:00 PM,"EVL, RP",1,Village riparian,,2010-198,Capt,50,<10,W,E
Sighting,04/09/10,09:48:00 AM," EVL, SL",Rattlesnake,,Sight,No,West of 1st bridge in gully,3D diff,41,4.8,325,322100,5435061,209 CO199,"Shrub-steppe, Long grass","Warm, Overcast, Smokey",06/09/11,24,23.4,"Took cover in large antelope brush, could not locate",,,,,,,,Sub Adult,,,NO,"No paint, young adult",,,,,Sighting,On the move,2010-199,Sight,10/01/50,50,S,S
Juvenile,10/09/10,04:06:00 PM,MY,Rattlesnake,,,,Near snake fence by horse gate,3D diff,15,4.9,292,321803,5434643,CO200,,,,,,,26,34.9,2.3,149,99,50,,Juvenile,No,"Orange, Citrus green",YES,Very chubby,12/09/10,03:57:00 PM,"ARB, SL",2,Village riparian,,2010-200,Capt,,,,
485D147F58,10/09/10,11:00:00 AM,MY,Rattlesnake,,,Yes,In teepee at village,3D diff,67,2.4,331,321989,5435362,CO201,,,,,,,7,,,346,112,234,Male,Adult,No,"Orange, Tango blue, Fuchsia",NO,"Caught for 1st time aug 17, 2010",12/09/10,03:57:00 PM,"ARB, SL",2,Village riparian,,2010-201,Capt,,,,
4C13373948,12/09/10,03:26:00 PM,"BE, Ken",Rattlesnake,,,No,byHorse gate,3D diff,44,4.9,294,321803,5434638,Co202,,,,,,,18,62.2,4.4,291,110,181,Female,Adult,,"Orange, , Tango blue, Pt purple",YES,,15/09/2010,02:21:00 PM,"ARB, SL",3,Riparian - pumphouse,,2010-202,Capt,,,,
Neonate,13/09/2010,04:10:00 PM,BE,Rattlesnake,,,,#9 hole gc,3D diff,14,5,334,322310,5434651,CO203,Gc,,,,,,14,29.8,2,107,86,21,,Neonate,No,Orange,YES,had just button painted orange so painted the new segment  car pink. One new segment,17/09/2010,04:07:00 PM,"JH, ARB",4,Gully above osprey nest,,2010-203,2010recap,,,,
470F61034A,14/09/2010,11:18:00 AM,"JH, ARB",Rattlesnake,,Sight,Yes,"ditch Under power lines next to hwy, wrong side of snake fence",3D diff,238,4.2,345,322553,5434507,Co204,"Ditch with shrubs, tall grass next to snake fence","Sunny, breeze, Warm",01/09/11,22.5,20.9,,22,61.2,4.3,310,104,206,Female,Adult,No,"Pine Green, Red, Fiesta yellow",YES,,20/09/2010,03:30:00 PM,JH,6,Above new drift fence,On the move along wrong side of snake fence,2010-204,Capt,50,<10,N,S
4C1339725C,13/09/2010,01:50:00 PM,BE,Rattlesnake,,,,9th hole,3D diff,40,4.8,331,322305,5434656,CO205,,,,,,,3,55.6,4.2,292,125,167,,Adult,,"Orange, Tango blue, Royal blue",YES,,17/09/2010,04:06:00 PM,"JH, ARB",4,Gully above osprey nest,,2010-205,,,,,
4C13300869,15/09/2010,04:38:00 PM,JH,Rattlesnake,,,,Just above tee #1,3D diff,4,2.4,339,322283,5434700,Co206,,,,,,,31,55.3,5.1,257,109,148,Male,Adult,NA,"Orange, Tango blue, Citrus green",YES,,17/09/2010,04:06:00 PM,"ARB, JH",2,Gully above osprey nest,,2010-206,,,,,
Juvenile,17/09/2010,12:48:00 PM,"ARB, JH",Rattlesnake,,,No,Golf Course,,,,,32,543,,,,,,,,17,32.9,2.8,151,103,48,,Juvenile,,"Orange, Lt blue",YES,,17/09/2010,04:06:00 PM,"JH, ARB",,Gully above osprey nest,,2010-207,Capt,,,,
4723730A01,20/09/2010,03:15:00 PM,GC staff,Rattlesnake ,,,Yes,9th fairway,3D diff,5,2.3,343,322398,5434621,Co208,,,,,,,29,55.9,3.7,289,77,212,Female,Adult,,"Pine Green, Red, Royal blue",YES,,20/09/2010,03:30:00 PM,JH,,Above new drift fence,,2010-208,,,,,
