PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS,"ELEVATION, M"
989021005040857,05/31/2018,18:51,"DME, MM",YES,RATTLE,CLOUDY,9,21.9,21.8,SIGHT,HIDING,SHRUB STEPPE,ROCK CREVICE/SMALL OVERHANG,GINNY'S ROOKERY,322574,5435181,NA,71,56.3,256,59,197,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,19:00,5/31/2018,SAME AS CAPTURE,0,"CLOSE TO SHEDDING BUT NO BLURRY EYE, 4 OVA DET, SHED TWICE SINCE 2016",
989001006782104,05/31/2018,19:18,"DME, MM",NO,RATTLE,CLOUDY,9,20.2,23.2,SIGHT,COILED,SHRUB STEPPE,IN LILY'S ROOKERY UNDER SMALL ROCK OVERHANG,LILY'S ROOKERY ,322729,5435214,NA,71,53,188,59,129,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,19:36,5/31/2018,SAME AS CAPTURE,0,2 OVA DETECTED (VERY SMALL AND HARD TO FEEL),
4C3D620134,06/02/2018,13:40,DL,YES,GOPHER,SUNNY/ CLOUDY,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,OPEN FOREST,NEAR PINE TREE,LARGE PINE ON INTERPRETIVE TRAIL,322056.884,5435287.881,NA,60,97.6,372,108,264,MALE,ADULT,NA,>100,>100,SW,SW,NO,10:00,7/10/2018,SAME AS CAPTURE,14,KEPT FOR SNAKE SHOWS ,
TOO SMALL TO PIT TAG,06/03/2018,8:54,"DME, MM",NO,RATTLE,SUNNY/ CLOUDY,7,21.5,21.1,SIGHT,MOVING,OPEN FOREST,ON INTERPRETIVE TRAIL,>100M N OF VILLAGE,322075,5435184,NA,28,30.6,135,114,21,FEMALE,NEONATE,NA,>100,>100,SW,SW,YES,9:03,6/3/2018,10M SE OF TRAIL,0,BUTTON,
989001006112840,06/03/2018,10:15,"DME, MM",YES,RATTLE,CLOUDY,8,27.5,25.5,SIGHT,COILED,TALUS,ON GRASS NEXT TO SMALL OVERHANG,"20M UPSLOPE DEN 26, WITH CALLIOPE",320942,5437208,NA,53,65.45,400,120,380,FEMALE,ADULT,NON GRAVID,>100,>100,SW,SW,NO,10:32,6/3/2018,SAME AS CAPTURE,0,"BIG SCAR ON BACK, SHED ONCE SINCE 2017, COILED WITH CALLIOPE",
989001006782014,06/03/2018,11:48,"DME, MM",NO,RACER,SUNNY/ CLOUDY,8,26.8,31.6,SIGHT,MOVING,SHRUB STEPPE,WITHIN SAGEBRUSH,>100M NW DEN 8,321925,5435673,NA,28,66.5,224,113,111,FEMALE,ADULT,NON GRAVID,>100,>100,SW,SW,NO,12:00,6/3/2018,SAME AS CAPTURE,0,,
989254000902313,06/04/2018,9:10,"DME, MM",NO,RATTLE,CLOUDY,6,18,19.6,SIGHT,COILED,SHRUB STEPPE,AT LILY'S ROOKERY UNDER ROCK OVERHANG,,322729,5435214,NA,5,58.7,300,125,175,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,9:17,6/4/2018,SAME AS CAPTURE,0,"3 OVA DETECTED, SHEDDING, HAD TO RETAG- PTT FROM 2016 NOT WORKING, 3 SHEDS SINCE 2016",
989001006782069,06/04/2018,9:42,"DME, MM",YES ,RATTLE,SUNNY/CLOUDY,4,18,19.6,SOUND,MOVING,SHRUB STEPPE,WITHIN ROCK AND SAGEBRUSH,">100M NE DEN 6, NEAR 2ND GULLY, NEAR POMONA'S ROOKERY",322768,5435301,NA,103,50,255,101,154,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,10:00,6/4/2018,SAME AS CAPTURE,0,"2018 PAINT, 3 OVA DETECTED, 475",
989001006782007,06/04/2018,9:51,"DME, MM",NO,RATTLE,SUNNY,2,19.1,23,SIGHT,MOVING,SHRUB STEPPE,WITHIN BALSAMROOT AND ROCKS,>100M SW OF DEN 6 IN GULLY HEADED TOWARDS D1 DEN,323042,5435065,NA,5,52,220,125,95,FEMALE,SUB ADULT,NON GRAVID,>100,>100,SW,SW,NO,11:10,6/4/2018,SAME AS CAPTURE,0,,
989001006112844,06/04/2018,11:22,"DME, MM",NO,GOPHER,SUNNY,3,23,21,SIGHT,MOVING,SHRUB STEPPE,ON GRASS NEXT TO ROCKS,AT LETO'S ROOKERY NEAR ROCK OVERHANG,322964,5434933,NA,5,93.2,435,125,310,MALE,ADULT,NA,>100,>100,W,W,NO,11:34,6/4/2018,SAME AS CAPTURE,0,"JUST ATE, SHEDDING (BLURRY EYE)",
900254000967587,06/04/2018,19:27,"DME, MM",NO,GOPHER,CLOUDY,6,25.8,27.8,SIGHT,MOVING,SHRUB STEPPE,ON SAND,>100M NW OF RC DEN,322233,5435574,NA,1,60.8,215,134,84,FEMALE,SUB ADULT,NON GRAVID,>100,>100,SW,SW,NO,19:42,6/7/2018,SAME AS CAPTURE,0,,
0A180D5F6C,06/08/2018,10:15,"DME, MM, CH, VR",YES,RATTLE,SUNNY/CLOUDY,4,27.7,27.9,SIGHT,MOVING,GRASSLAND,WITHIN ANTELOPE BRUSH,SNAKE FENCE NEW SECTION,321354,5435404,NA,3,71.3,394,95,299,MALE,ADULT,NA,100,100,SW,SW,YES,10:26,6/8/2018,10M E OF FENCE,0,BLOOD ATTEMPTED NONE TAKEN,
989001006782019,06/08/2018,10:43,"DME, MM, CH, VR",NO,RATTLE,SUNNY/CLOUDY,4,27.9,29.3,SIGHT,MOVING,GRASSLAND,SNAKE AND SAGEBRUSH,SNAKE FENCE N SECTION,321178,5435599,NA,2,54.4,226,116,110,FEMALE,ADULT,NON GRAVID,>100,>100,SW,SW,YES,10:54,6/8/2018,10M E OF FENCE ,0,BLOOD TAKEN,
0A180D5F3B ,06/08/2018,9:25,"DME, MM, CH, VR",YES,RATTLE,SUNNY/CLOUDY,4,24,23.3,SIGHT,MOVING,GRASSLAND,SNAKE FENCE UNDER ANTELOPE BRUSH,HALF WAY THROUGH NORTH FENCE,321697,5434718,NA,-,69.9,389,95,294,MALE,ADULT,NA,100,100,W,W,YES,9:37,6/8/2018,10M E OF FENCE,0,BLOOD TAKEN,
989001006782045,06/08/2018,9:50,"DME, MM, CH, VR",NO,RATTLE,SUNNY/CLOUDY,3,29.4,27,SIGHT,COILED/BASKING,GRASSLAND,ROCK PILE BESIDE SNAKE FENCE ,2ND ROCK REFUGIA (NORTH) AT SNAKE FENCE,321575,5434840,NA,-,51,290,125,165,FEMALE,ADULT,NON-GRAVID,125,125,W,W,YES,9:59,6/8/2018,10M E OF FENCE,0,"BLOOD TAKEN, JUST ATE",
900254001200720,06/08/2018,11:40,"DME, MM, CH, VR",NO,RATTLE,SUNNY/CLOUDY,2,25,27.9,SIGHT,MOVING,GRASSLAND,ANTELOPE BRUSH,SNAKE FENCE NEAR THE GULLY,320931,5436951,NA,5,67,362,125,237,MALE,ADULT,NA,>250,>250,SW,SW,YES,11:53,6/8/2018,10M E OF FENCE,0,BLOOD TAKEN,
989001005710864,06/08/2018,13:35,"DME, MM, CH, VR",YES,RATTLE,SUNNY/CLOUDY,4,26.5,29.6,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS AND GRASS,>100M NW DEN 27,320809,5437492,DEN 27,-,63.5,327,120,207,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,13:43,6/8/2018,SAME AS CAPTURE,0,"3 OVA DETECTED, COULD BE AT POTENTIAL ROOKERY, ELEVATION 397",
989001006782070,06/08/2018,13:35,"DME, MM, CH, VR",NO,RATTLE,SUNNY/CLOUDY,4,26.5,29.6,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS AND GRASS,>100M NW DEN 27,320809,5437492,DEN 27,-,54,302,120,182,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,13:57,6/8/2018,SAME AS CAPTURE,0,4 OVA DETECTED ,
0A180D6000,06/11/2018,9:11,"DME, MM",YES,RATTLE,SUNNY/CLOUDY,3,17.4,19.7,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS AND GRASS,20M DOWNSLOPE RC DEN,322468,5435541,RC DEN,1,64.65,370,114,256,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,9:26,6/11/2018,SAME AS CAPTURE,0,"SHEDDING, BIG CUT ON SIDE- GLUED SCALES TOGETHER TO CLOSE IT, COULD NOT COUNT OVA DUE TO INJURY",
0A180D5F64,06/11/2018,9:11,"DME, MM",YES,RATTLE,SUNNY/CLOUDY,3,17.4,19.7,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS AND GRASS,20M DOWNSLOPE RC DEN,322468,5435541,RC DEN,1,62.3,426,114,312,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,9:32,6/11/2018,SAME AS CAPTURE,0,"6 OVA DETECTED, SHEDDING",
989001004384241,06/11/2018,9:11,"DME, MM",YES,RATTLE,SUNNY/CLOUDY,3,17.4,19.7,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS AND GRASS,20M DOWNSLOPE RC DEN,322468,5435541,RC DEN,50,61.5,364,121,243,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,9:45,6/11/2018,SAME AS CAPTURE,0,4 OVA DETECTED ,
989001004384296,06/11/2018,9:50,"DME, MM",YES,RATTLE,SUNNY/CLOUDY,3,17.4,19.7,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS AND GRASS,20M DOWNSLOPE RC DEN,322468,5435541,RC DEN,1,64.5,468,114,354,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,9:56,6/11/2018,SAME AS CAPTURE,0,5 OVA DETECTED,
989001006650739,06/12/2018,12:10,"DME, MM, RR",NO,GOPHER,CLOUDY,7,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHRUB STEPPE,UNKNOWN,PIT HOUSE ON INT TRAIL,321979,5435376,NA,26,90.5,432,116,316,MALE,ADULT,NA,>100,>100,SW,SW,NO,,,,,"NOT RELEASED AS OF 07/07/18, KEPT FOR SNAKE SHOW",
989001006782054,06/13/2018,10:20,"DME, RR",NO,GOPHER,SUNNY,4,20.9,19.5,SIGHT,COILED/BASKING,SHRUB STEPPE,UNDER ROCK CREVICE,40M NE DEV SITE,322711,5434907,NA,71,79.2,304,58,246,FEMALE,ADULT,NON-GRAVID,40,40,SW,SW,NO,10:32,6/13/2018,SAME AS CAPTURE,0,SHEDDING,
982000407484116,06/16/2018,11:40,"DME, CRH, MA",NO,RATTLE,SUNNY,3,25,25,SOUND,HIDING,ANTELOPE BRUSH,UNDER ANTELOPE BESIDE BOULDER,NORTH DESERT,320994,5436485,NA,71,56.6,220,56,164,MALE,ADULT,NA,>100,>100,S,S,NO,11:49,6/16/2018,SAME AS CAPTURE,0,JUST ATE,
989001006112849,06/22/2018,11:57,"DME, AS ",YES,RATTLE,CLOUDY,7,32.3,33.5,SIGHT,COILED/BASKING,SHRUB STEPPE,"WITHIN ROCKS AND SAGE, ON THE GROUND",AT THE BASE OF DEN 8 HILLSIDE <10M FROM POWER LINES,322047,5435698,NA,71,57.7,202,58,144,FEMALE,ADULT,GRAVID,>100,>100, SW,SW,NO,12:06,6/22/2018,SAME AS CAPTURE,0,"5 OVA, 5 RATTLE SEGMENTS + BUTTON",
989001006782054,06/23/18,9:25,"DME, AS ",YES,GOPHER,SUNNY/CLOUDY,3,22.5,21.6,SIGHT,MOVING,SHRUB STEPPE,NEXT TO ROCK IN GRASS,DEV SITE SMALL MAMMAL TRAPPING GRID,322822,5434949,NA,99,80.2,335,105,230,FEMALE,ADULT,GRAVID,100,100,SW,SW,NO,9:29,6/23/2018,SAME AS CAPTURE,0,6 OVA DETECTED,
989001006782021,06/27/2018,UNKNOWN,DME,NO,GOPHER,SUNNY/CLOUDY,8,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INTERPRETIVE TRAIL,NEAR ANIMAL BONES,HALF WAY THROUGH INT TRAIL,UNKOWN,UNKOWN,NA,8,77.6,310,89,221,MALE,ADULT,NA,100,100,SW,SW,YES,13:35,6/27/2018,HIGH DESERT 50M BELOW FIRE PIT,0,,
456A3A6A67,06/27/2018,11:30,"DME, AS ",YES,RATTLE,CLOUDY,9,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,CAMPGROUND,WITHIN ROCKS,ROCKS BY CAMP STORE,321500,5434733,NA,NEW BEIGE,84.4,487,115,372,MALE,ADULT,NA,<1,<1,NA,NA,YES,13:56,6/27/2018,SHED SITE BY INT TRAIL,0,"2 SHEDS SINCE 2017, SHEDDING",
0A13654B65,06/27/2018,10:50,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,8,25.7,24.7,SIGHT,COILED/BASKING,GOLF COURSE,WITHIN RABBIT BRUSH,HOLE 4 FAIRWAY,322451,5434689,NA,5,65,417,123,294,MALE,ADULT,NA,>100,>100,NW,NW,YES,11:03,6/27/2018,5M E OF EDGE,0,"COILED W/ LETO, BLOOD TAKEN",
989001006782088,06/27/2018,11:40,"DME, AS ",NO,GOPHER,SUNNY/CLOUDY,8,29.4,32,SIGHT,MOVING,GOLF COURSE,IN SAGE,SNAKE FENCE NEXT TO VINEYARD,322316,5434589,NA,5,88.6,398,124,274,MALE ,ADULT,NA,100,100,NW,NW,NO,11:50,6/27/2018,SAME AS CAPTURE,0,,
989001006112846,06/27/2018,11:45,"DME, AS ",YES,RATTLE,CLOUDY,9,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,WITHIN ROCKS,ROCKS BY CAMP STORE,321500,5434733,NA,UNKNOWN,66.2,385,125,260,MALE,ADULT,NA,<1,<1,NA,NA,YES,13:57,6/27/2018,SHED SITE BY INT TRAIL,0,SHEDDING,
NA,06/28/2018,11:09,"DME, AS",NO,RATTLE,CLOUDY,9,20.8,25.1,SIGHT,COILED,SHURB STEPPE,ON GROUND NEAR BUNCHGRASS,300M SE DOWNSLOPE OF DEN 6,322911,5435192,NA,54,28.85,116,96,20,FEMALE,NEONATE,NA,>100,>100,W,W,NO,11:15,6/28/2018,SAME AS CAPTURE,0,PANCAKING,
989001005710889,06/28/2018,11:37,"DME, AS ",NO,RATTLE,CLOUDY,9,22,24.4,SIGHT,MOVING,TALUS,ON GROUND WITHIN ROCKS,"SHEDDING ROCK ABOVE DEN 6, 30M NE UPSLOPE",322939,5435309,DEN 6,YELLOW,60.3,271,59,212,FEMALE,ADULT,GRAVID,>100,>100,W,W,NO,12:02,6/28/2018,SAME AS CAPTURE,0,"3 OVA DETECTED, 3 SHEDS SINCE 2016",
900254001210002,06/28/2018,12:02,"DME, AS ",NO,RATTLE,CLOUDY,9,22,24.4,SIGHT,MOVING,TALUS,IN FRONT OF CREVASSE ON GROUND,"SHEDDING ROCK ABOVE DEN 6, 30M NE UPSLOPE",322939,5435309,DEN 6,YELLOW,76.8,467,59,408,FEMALE,ADULT,GRAVID,>100,>100,W,W,NO,12:16,6/28/2018,SAME AS CAPTURE,0,4-5 OVA DETECTED,
4C132E5A0A,06/29/2018,17:35,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,26.3,30.1,SIGHT,COILED,TALUS,IN ROCKS UNDER SUMAC,>100M NE DEN 8,321954,5435910,NA,60,63,354,106,248,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,18:28,6/29/2018,SAME AS CAPTURE,0,"VERY ENLARGED OVA, 5 OVA DET, SHEDDING, BROKEN RATTLE, ONLY 3 SEGMENTS, 2 SHEDS SINCE 2016, POOPED AND PEED",
989001006650761,06/29/2018,17:35,"DME, AS ",NO,RATTLE,SUNNY/CLOUDY,7,26.3,30.1,SIGHT,COILED,TALUS,IN ROCKS,>100M NE DEN 8,321954,5435910,NA,103,55.4,302,100,202,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,18:39,6/29/2018,SAME AS CAPTURE,0,"4 OVA, 6 SEGMENTS AND BUTTON",
989001006782027,06/29/2018,17:35,"DME, AS ",NO,RATTLE,SUNNY/CLOUDY,7,26.3,30.1,SIGHT,MOVING,TALUS,IN ROCKS UNDER SUMAC,>100M NE DEN 8,321954,5435910,NA,60,59,304,106,198,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,18:11,6/29/2018,SAME AS CAPTURE,0,"3 OVA DET, 8 SEGMENTS",
900254001058310,06/29/2018,17:35,"DME, AS ",NO,RATTTLE,SUNNY/CLOUDY,7,26.3,30.1,SIGHT,COILED,TALUS,IN ROCKS UNDER SUMAC,>100M NE DEN 8,321954,5435910,NA,60,55.6,291,106,185,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,18:20,6/29/2018,SAME AS CAPTURE,0,"HARD TO DETECT OVA, AT LEAST 2, 8 SEGMENTS",
989001006782050,06/29/2018,17:35,"DME, AS ",NO,RATTLE,SUNNY/CLOUDY,7,26.3,30.1,SIGHT,COILED,TALUS,IN ROCKS UNDER SUMAC,>100M NE DEN 8,321954,5435910,NA,103,59.2,293,100,193,FEMALE,ADULT,GRAVID,>100,>100 ,SW,SW,NO,18:47,6/29/2018,SAME AS CAPTURE,0,"3 OVA DETECTED, 7 SEGMENTS",
900254001822612,06/29/2018,17:35,"DME, AS ",NO,RATTLE,SUNNY/CLOUDY,7,26.3,30.1,SIGHT,COILED,TALUS,IN ROCKS UNDER SUMAC,>100M NE DEN 8,321954,5435910,NA,26,54,251,115,136,FEMALE,ADULT,GRAVID,>100,>100,SE,SE,NO,18:56,6/29/2018,SAME AS CAPTURE,0,"3 OVA, 9 SEGMENTS",
4C3D3C4566,06/30/2018,9:13,"DME, AS",YES,RATTLE,CLOUDY,9,22.8,22.3,SIGHT,COILED,SHRUB STEPPE,IN ROCKS AND SUMAC,POMONA ROOKERY,322766,5435311,NA,LIGHT BROWN NEW,55.4,299,110,189,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,9:20,6/30/2018,SAME AS CAPTURE,0,"5 SHEDS SINCE PURPLE, 3 OVA DETECTED, POOPED",
989001005040850,06/30/2018,11:38,"DME, AS ",YES,RATTLE,CLOUDY,9,23.1,24.9,SIGHT,COILED,SHRUB STEPPE,NEXT TO ROCK OVERHANG,GINNY ROOKERY,322574,5435181,NA,LIGHT BROWN NEW,53.7,240,110,130,FEMALE,ADULT,NA,>100,>100,SW,SW,NA,11:42,6/30/2018,SAME AS CAPTURE,0,"4 SHEDS SINCE 2016, FOOD IN STOMACH, SHEDDING",
900254001041583,06/30/2018,12:47,"DME, AS ",NO,RATTLE,CLOUDY,9,25.4,27.5,SIGHT,COILED,TALUS,IN ROCKS AND GRASS,5M S HERMIONE ROCK,322046,5435731,NA,1,61.3,359,122,237,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,UNKNOWN,6/30/2018,SAME AS CAPTURE,0,4 OVA DETECTED ,
900254001293838,06/30/2018,12:47,"DME, AS",NO,RATTLE,CLOUDY,9,25.4,27.5,SIGHT,COILED,SHRUB STEPPE,ON GROUND IN ROCKS AND GRASS,5M S HERMIONE ROCK,322046,5435731,NA,1,55.8,283,122,161,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,13:00,6/30/2018,SAME AS CAPTURE,0,"FAT, GELATINOUS, POTENTIALLY GRAVID BUT COULD NOT DETECT OVA, 6 SEGMENTS AND BUTTON",
900254001090214,06/30/2018,12:41,"DME, AS ",NO,RATTLE,CLOUDY,9,25.4,27.5,SIGHT,COILED,SHRUB STEPPE,IN ROCKS AND GRASS,5M S HERMIONE ROCK,322046,5435731,NA,1,52.8,250,122,128,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,13:06,6/30/2018,SAME AS CAPTURE,0,"2 OVA DETECTED, BROKEN RATTLE",
989001006782047,07/02/2018,8:59,"DME, AS , CRH",NO,RATTLE,CLOUDY,8,19,20.8,SIGHT,MOVING,RIPARIAN,ANTELOPE/TALL GRASS,"N DEN 8, ON TRAIL TO NORTH DESERT",321830,5435718,NA,62,48.1,194,85,109,FEMALE,SUB-ADULT,NON GRAVID,>100,>100,SE,SE,N,9:07,7/2/2018,SAME AS CAPTURE,0,"3 RATTLES AND BUTTON, FOOD IN STOMACH",
0A1367754B,07/02/2018,11:49,"DME, AS, CRH",YES,RATTLE,SUNNY/CLOUDY,8,24,23.5,SOUND,COILED,SNAKE FENCE,IN CHEAT GRASS UNDER SAGE,W SIDE OF CAMPGROUND SNAKE  (INSIDE),321425,5435206,NA,5,68.3,376,123,253,MALE,ADULT,NA,>100,>100,SW,SW,YES,11:53,7/2/2018,10M E OF FENCE,0,"BLOOD SAMPLE ATTEMPTED AND FAILED, 2 SHEDS SINCE 2016",
989001006782089,07/02/2018,12:04,"DME, AS, CRH",NO,GOPHER,SUNNY/CLOUDY,8,24.6,25.1,SIGHT,MOVING,SNAKE FENCE,ALONG FENCE IN CHEAT GRASS,CAMPGROUND SNAKE FENCE,321508,5435066,NA,71,70.8,225,55,170,FEMALE,ADULT,GRAVID,>100,100,SW,W,YES,12:15,7/2/2018,10M E OF FENCE,0,4 OVA DETECTED ,
0A180D600C,07/02/2018,12:25,"DME, AS, CRH",YES,RATTLE,CLOUDY,8,27.8,28.1,SOUND,COILED,SNAKE FENCE,ALONG FENCE IN CHEAT GRASS,"250M NE FROM CAMP STORE, ALONG W SIDE OF FENCE (INSIDE)",321537,5434914,NA,71,66.4,251,56,195,MALE,ADULT,NA,>100,>100,W,W,YES,12:34,7/2/2018,10M E OF FENCE,0,"SNAKE BLOOD SAMPLE: OB7-SF3, SNAKE WAS ON INSIDE OF SNAKE FENCE, SO MOVED BACK OUT TO E SIDE",
989001006112839,07/03/2018,10:00,"DME, CRH",YES,RATTLE,SUNNY/CLOUDY,5,22.1,20.1,SIGHT,COILED,GOLF COURSE,ANTELOPE,EDGE OF 3RD TEE BOX,322309,5434915,NA,UNKNOWN,62.1,319,120,199,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,YES,10:08,7/3/2018,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB8-R4, 10 RATTLES, 1 SHED SINCE 2017, 2017 TRANSMITTER SNAKE, TONKS",
0A180D6001,07/03/2018,10:20,"DME, CRH",YES,RATTLE,SUNNY,4,28.6,31.8,SOUND,BASKING,GOLF COURSE,ANTELOPE/CHEAT GRASS,W EDGE FAIRWAY 3,322278,5434840,NA,GOLD NEW,66.5,305,59,246,MALE,ADULT,NA,100,>100,W,W,NO,10:30,7/3/2018,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: 0B9-R5, 4 SHEDS SINCE 2016",
989001006782023,07/03/2018,10:39,"DME, CRH",NO ,RACER,SUNNY/CLOUDY,5,23,24.6,SIGHT,MOVING,GOLF COURSE,LONG GRASS,W EDGE FAIRWAY 3,322280,5434792,NA,NEW GOLD,65.4,134,59,75,FEMALE,ADULT,NON-GRAVID,100,>100,SW,SW,NO,10:53,7/3/2018,SAME AS CAPTURE,0,LOTS OF SCARS,
989001004384239,07/03/2018,11:00,"DME, CRH",YES,RATTLE,SUNNY/CLOUDY,5,26.8,29.8,SOUNDS,COILED/BASKING,GOLF COURSE,ANTELOPE AND GRASS,W EDGE FAIRWAY 3,322292,5434738,NA,24,62.3,294,117,177,FEMALE,ADULT,NON-GRAVID,100,>100,SW,SW,NO,11:11,7/3/2018,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB10-R6,
989001004384254,07/03/2018,11:55,"DME, CRH",YES,RATTLE,CLOUDY,7,20.8,24.3,SIGHT,COILED/BASKING,GOLF COURSE,IN ROCKS NEXT TO TEE BOX,9TH TEE BOX,322556,5434538,NA,NEW GOLD,66.2,315,59,256,MALE,ADULT,NA,>100,25,W,S,NO,12:08,7/3/2018,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB11-R7, OLD TELEM SNAKE",
989001005710911,07/03/2018,12:40,"DME, CRH",YES,RATTLE,SUNNY/CLOUDY,7,23.5,24.9,SOUNDS,BASKING,GOLF COURSE/DEV SITE,ANTELOPE AND LONG GRASS,EDGE HABITAT BETWEEN FAIRWAY 7 AND DEV SITE,322642,5434862,NA,GOLD NEW,48.4,149,59,90,FEMALE,SUB-ADULT,NON GRAVID,25,10,SE,SE,NO,12:50,7/3/2018,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB12-R8, SNAKE SIZE RIGHT ON VERGE OF SUB-ADULT/ADULT",
456A294484F,07/03/2018,13:03,"DME, CRH",YES,RATTLE,SUNNY/CLOUDY,5,24,26.3,SIGHT,COILED,GOLF COURSE,ROCKY CRACK,ROCKS E OF TEE 7,322703,5435051,NA,GOLD NEW,77.2,417,59,358,MALE,ADULT,NA,>100,>100,S,S,NO,13:15,7/3/2018,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: 0B13-R9, COILED WITH IRIS, 3 SHEDS SINCE 2017",
989001006782072,07/04/2018,11:20,"DME, CRH",NO,GOPHER,SUNNY,3,25.2,23.8,SIGHT,MOVING,GOLF COURSE,LONG GRASS,S EDGE FAIRWAY 6,322563,5434981,NA,51,88.3,300,109,191,MALE,ADULT,NA,>100,>100,SE,SE,NO,11:28,7/4/2018,SAME AS CAPTURE,0,,
4A4E116D36,07/04/2018,11:41,"DME, CRH",YES,RATTLE,SUNNY/CLOUDY,3,29.5,28.6,SIGHT,MOVING,GOLF COURSE,GRASS,N EDGE HOLE 6 FAIRWAY,322575,5435051,NA,8,63.2,335,86,249,MALE,ADULT,NA,>100,>100,SW,SW,NO,11:49,7/4/2018,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB14-R10,
0A13654B6C,07/04/2018,12:00,"DME, CRH",YES,RATTLE,SUNNY/CLOUDY,5,27.6,27.6,SIGHT,COILED,GOLF COURSE,UNDER ROCK OVERHANG,7TH T-BOX SHED SITE,322424,5435937,NA,51,68.5,327,109,218,FEMALE,ADULT,NON GRAVID,>100,>100,S,S,NO,12:10,7/4/2018,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB15-R11, OLD TELEM SNAKE ""MINERVA"", SHEDDING",
0A13677579,07/04/2018,12:14,"DME, CRH",YES,RATTTLE,SUNNY/CLOUDY,5,27.6,27.6,SIGHT,COILED,GOLF COURSE,UNDER ROCK OVERHANG,7TH T-BOX SHED SITE,322424,5435937,NA,51,79.6,566,109,457,MALE,ADULT,NA,>100,>100,S,S,NO,12:20,7/4/2018,SAME AS CAPTURE,0,"OLD TELEM SNAKE, SHED 5 TIMES SINCE PURPLE",
989001006782066,07/05/2018,UNKNOWN,"DME, CRH",NO,GOPHER,SUNNY,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,POOL,CAMPGROUND POOL,321701.6596,5434442.545,NA,51,89.6,406,106,300,MALE,ADULT,NA,>100,>100,SW,SW,YES,12:52,7/5/2018,HIGH DESERT ,0,STRESSED,
900254000100729,07/07/2018,19:00,"DME, CRH",NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,OFFICE,CAMPGROUND OFFICE,321701.6596,5434442.545,NA,5,67,246,125,121,FEMALE,SUB-ADULT,NON GRAVID,<1,<1,NA,NA,YES,14:22,7/7/2018,HIGH DESERT,2,"IN CAMPGROUND BIN, CAMPGROUND DID NOT CONTACT US, TO TELL US IT WAS THERE",
